Precinct,Yes,No
PINL111,409,355
PINL112,434,405
PINL801,2,15
PINL802,87,86
PINL803,33,19
PLHL101,373,326
PLHL102,339,227
PLHL103,288,296
PLHL104,548,575
PLHL105,336,345
PLHL106,466,482
PLHL107,453,454
PLHL108,481,472
PLHL109,450,405
PLHL110,376,433
PLHL111,390,461
PLHL112,327,303
PLHL113,429,430
PLHL114,490,482
PLHL115,521,411
PLHL116,353,330
PLHL117,425,310
PLHL118,409,256
PLHL119,392,313
PRCO801,58,64
PTTS101,408,290
PTTS102,310,225
PTTS103,280,233
PTTS104,357,270
PTTS105,170,117
PTTS106,322,251
PTTS107,372,299
PTTS108,376,230
PTTS109,331,162
PTTS110,339,179
PTTS111,278,269
PTTS112,266,238
PTTS113,274,176
PTTS114,359,258
PTTS115,364,295
PTTS116,263,190
PTTS117,194,235
PTTS118,282,240
PTTS119,232,222
PTTS120,219,189
PTTS121,235,165
PTTS122,266,133
PTTS123,201,123
PTTS124,209,132
PTTS125,339,217
PTTS126,289,186
PTTS127,243,141
PTTS128,363,233
PTTS129,474,297
PTTS130,286,156
PTTS131,287,220
PTTS132,426,273
PTTS133,256,190
PTTS134,281,182
PTTS135,208,187
PTTS801,2,1
PTTS802,0,0
RICH101,418,393
RICH102,258,254
RICH103,329,357
RICH104,501,449
RICH105,526,549
RICH106,456,311
RICH107,115,67
RICH108,394,337
RICH109,224,126
RICH110,238,242
RICH111,195,156
RICH112,318,179
RICH113,370,305
RICH114,359,229
RICH115,332,197
RICH116,179,93
RICH117,313,158
RICH118,305,248
RICH119,273,147
RICH120,192,161
RICH121,113,77
RICH122,456,401
RICH123,469,419
RICH124,280,249
RICH125,318,260
RICH126,257,269
RICH127,315,187
RICH128,346,274
RICH129,265,148
RICH130,296,146
RICH131,318,162
RICH132,339,256
RICH133,291,224
RICH134,221,183
RICH135,286,170
RICH136,230,166
RICH137,337,263
RICH138,200,248
RICH139,482,460
RICH140,195,193
RICH141,282,308
RICH142,486,501
RICH143,495,418
RICH144,411,375
RICH145,455,502
RICH146,120,69
RICH147,244,160
RICH148,77,50
RICH149,174,106
RICH150,200,122
RICH151,245,164
RICH152,229,144
RICH153,217,121
RICH154,308,173
RICH155,259,216
RICH156,210,198
RICH801,13,11
RICH802,20,13
RICH803,86,82
RICH804,69,58
RICH805,32,50
RICH806,56,69
RICH807,0,0
RODO101,352,248
RODO102,380,325
RODO103,424,372
RODO104,365,269
ROLL101,435,216
SARA101,226,251
SARA102,498,383
SARA103,438,432
SARA105,251,261
SARA106,328,324
SARA801,0,2
SARA802,86,82
SHEL101,84,84
SHEL102,168,202
SPAB101,552,289
SPAB102,232,125
SPAB103,260,171
SPAB104,345,181
SPAB105,254,140
SPAB106,513,269
SPAB107,361,241
SPAB108,324,175
SPAB109,294,151
SPAB110,379,225
SRAM101,311,319
SRAM102,425,380
SRAM103,336,450
SRAM104,351,407
SRAM105,292,285
SRAM106,380,404
SRAM107,363,420
SRAM108,425,379
SRAM109,392,364
SRAM110,331,401
SRAM111,469,533
SRAM112,408,436
SRAM113,343,386
SRAM114,281,281
SRAM115,421,453
SRAM116,359,342
SRAM117,512,526
SRAM118,297,296
SRAM119,267,278
SRAM120,378,412
SRAM121,171,230
SRAM122,327,329
SRAM123,432,388
SRAM124,252,167
SRAM125,292,351
SRAM126,307,302
SRAM127,178,118
SRAM128,482,396
SRAM129,219,295
SRAM130,267,298
SRAM131,286,227
SRAM132,325,332
SRAM133,405,373
SRAM134,314,255
SRAM135,302,179
SRAM136,210,284
SRAM137,361,359
SRAM138,246,260
SRAM139,246,232
SRAM140,254,256
SRAM141,305,292
SRAM142,278,195
SRAM801,0,0
STMY801,57,71
TASJ101,94,139
TASJ801,0,1
TASJ802,52,76
TASJ803,13,26
TASJ804,51,40
TESO801,0,0
VIER801,5,6
VINE101,405,318
VINE102,217,175
VINE801,50,59
VINE802,40,43
VINE803 0,7,15
WALD101,344,320
WALD102,683,425
WALD103,358,241
WALD801,55,29
WLCR101,589,611
WLCR102,444,495
WLCR103,703,713
WLCR104,163,156
WLCR105,389,463
WLCR106,686,465
WLCR107,178,147
WLCR108,242,221
WLCR109,171,204
WLCR110,421,428
WLCR111,445,441
WLCR112,331,363
WLCR113,391,450
WLCR114,164,148
WLCR115,222,321
WLCR116,249,238
WLCR117,514,540
WLCR118,183,215
WLCR119,450,449
WLCR120,506,481
WLCR121,502,467
WLCR122,300,310
WLCR123,446,287
WLCR124,317,209
WLCR125,411,450
WLCR126,578,371
WLCR127,417,408
WLCR129,509,486
WLCR130,239,369
WLCR131,381,289
WLCR132,349,422
WLCR133,426,421
WLCR134,343,445
WLCR135,570,399
WLCR136,194,187
WLCR137,538,510
WLCR138,351,443
WLCR139,364,438
WLCR140,371,485
WLCR141,434,472
WLCR142,494,464
WLCR143,417,337
WLCR144,431,311
WLCR801,99,100
WLCR802,2,0
WLCR803,28,28
WLCR804,97,93
WLCR805,0,0
WLKN101,437,458
WLKN102,297,336
WLKN103,279,246
WLKN801,55,93
CALD801,3,6
CONC135,318,421
