Precinct,Yes,No
MART830 0,77,27
MART831 0,123,38
MART832 0,109,41
MART833 0,118,29
MART834 0,150,53
MART835 0,142,23
MART836 0,120,26
MART837 0,75,18
MART838 0,46,11
MART839 0,117,39
MART840 0,121,22
MART841 0,149,25
MART842 0,129,39
MART843 0,116,33
MART844 0,118,32
MART845 0,7,2
MART846 0,192,46
MART847 0,176,35
MART848 0,65,20
MART849 0,91,34
MART850 0,200,31
MDIA101,196,31
MDIA801,4,0
MDIA802,4,0
MORG101,683,134
MORG102,402,86
MORG103,549,88
MORG104,650,107
MORG105,572,109
MORG106,574,100
MORG107,648,110
MORG108,410,58
MVIE101,228,80
MVIE102,244,84
MVIE801 0,0,0
MVIE802 0,5,0
NCYN101,264,65
NICH801,4,1
NRIC101,361,102
NRTV801,3,2
NRTV802,5,5
OKLY101,341,111
OKLY102,343,136
OKLY103,357,151
OKLY104,579,157
OKLY105,358,132
OKLY106,401,174
OKLY107,251,76
OKLY108,265,116
OKLY109,264,116
OKLY110,336,150
OKLY111,256,106
OKLY112,255,93
OKLY113,518,188
OKLY114,377,173
OKLY115,337,127
OKLY116,437,171
OKLY117,285,108
OKLY118,200,70
OKLY119,206,75
OKLY801,2,1
OLEU801,1,0
OLEU802,6,5
ORDA101,671,117
ORDA102,316,61
ORDA103,484,71
ORDA104,231,49
ORDA105,514,97
ORDA106,582,90
ORDA107,570,96
ORDA108,575,82
ORDA109,380,51
ORDA110,205,29
ORDA111,627,99
ORDA112,438,86
ORDA113,185,25
ORDA801,3,0
PACH101,509,138
PACH102,287,96
PACH801,3,0
PACH802,47,15
PACH803,0,2
PINL102,364,78
PINL103,396,87
PINL104,276,69
PINL105,429,103
PINL106,351,71
PINL107,289,81
PINL108,424,126
PINL109,285,54
PINL110,475,113
PINL111,444,120
PINL112,466,131
PINL801,7,6
PINL802,97,22
PINL803,31,1
PLHL101,402,99
PLHL102,286,89
PLHL103,331,87
PLHL104,628,131
PLHL105,387,88
PLHL106,492,102
PLHL107,483,86
PLHL108,512,133
PLHL109,470,101
PLHL110,452,120
PLHL111,417,120
PLHL112,313,76
PLHL113,445,110
PLHL114,519,130
PLHL115,538,105
PLHL116,370,83
PLHL117,445,108
PLHL118,388,86
PLHL119,404,122
PRCO801,61,20
PTTS101,419,128
PTTS102,358,58
PTTS103,319,73
PTTS104,383,87
PTTS105,186,42
PTTS106,332,98
PTTS107,392,135
PTTS108,382,93
PTTS109,326,82
PTTS110,326,85
PTTS111,316,108
PTTS112,299,87
PTTS113,286,75
PTTS114,378,113
PTTS115,417,100
PTTS116,270,81
PTTS117,251,56
PTTS118,312,91
PTTS119,276,77
PTTS120,249,65
PTTS121,238,82
PTTS122,250,72
PTTS123,222,53
PTTS124,209,61
PTTS125,373,95
PTTS126,287,88
PTTS127,257,44
PTTS128,390,113
PTTS129,506,105
PTTS130,279,81
PTTS131,327,89
PTTS132,433,107
PTTS133,266,68
PTTS134,276,77
PTTS135,242,59
PTTS801,2,0
PTTS802,0,0
RICH101,442,77
RICH102,295,51
RICH103,391,55
RICH104,546,79
RICH105,652,93
RICH106,461,94
RICH107,113,29
RICH108,416,80
RICH109,227,58
RICH110,267,72
RICH111,222,51
RICH112,327,77
RICH113,434,96
RICH114,377,105
RICH115,335,79
RICH116,188,40
RICH117,305,74
RICH118,330,86
RICH119,267,76
RICH120,219,70
RICH121,116,31
RICH122,516,107
RICH123,548,102
RICH124,287,60
RICH125,379,64
RICH126,315,65
RICH127,304,91
RICH128,405,78
RICH129,277,67
RICH130,304,69
RICH131,312,88
RICH132,353,76
RICH133,345,55
RICH134,268,55
RICH135,292,69
RICH136,275,61
RICH137,387,79
RICH138,258,51
RICH139,555,134
RICH140,222,52
RICH141,345,73
RICH142,550,115
RICH143,545,139
RICH144,474,86
RICH145,554,95
RICH146,102,46
RICH147,269,60
RICH148,74,24
RICH149,177,58
RICH150,229,44
RICH151,245,62
RICH152,244,57
RICH153,232,41
RICH154,299,81
RICH155,319,67
RICH156,209,59
RICH801,16,5
RICH802,21,4
RICH803,95,24
RICH804,77,19
RICH805,49,10
RICH806,77,19
RICH807,0,0
RODO101,375,106
RODO102,417,114
RODO103,480,136
RODO104,378,104
ROLL101,414,96
SARA101,278,50
SARA102,512,85
SARA103,470,101
SARA105,272,67
SARA106,393,78
SARA801,2,0
SARA802,90,11
SHEL101,90,19
SHEL102,201,32
SPAB101,566,142
SPAB102,236,65
SPAB103,277,75
SPAB104,363,66
SPAB105,232,51
SPAB106,515,91
SPAB107,417,89
SPAB108,342,74
SPAB109,314,54
SPAB110,399,104
SRAM101,367,74
SRAM102,451,104
SRAM103,415,95
SRAM104,399,105
SRAM105,322,74
SRAM106,454,105
SRAM107,433,93
SRAM108,490,95
SRAM109,439,99
SRAM110,394,107
SRAM111,579,124
SRAM112,425,132
SRAM113,371,84
SRAM114,326,76
SRAM115,482,116
SRAM116,397,111
SRAM117,527,101
SRAM118,345,63
SRAM119,321,52
SRAM120,434,123
SRAM121,235,44
SRAM122,387,69
SRAM123,503,102
SRAM124,265,53
SRAM125,366,78
SRAM126,340,99
SRAM127,207,30
SRAM128,531,126
SRAM129,259,65
SRAM130,345,69
SRAM131,328,61
SRAM132,351,82
SRAM133,449,65
SRAM134,334,76
SRAM135,322,39
SRAM136,287,68
SRAM137,451,81
SRAM138,305,60
SRAM139,273,65
SRAM140,327,60
SRAM141,323,90
SRAM142,279,68
SRAM801,0,0
STMY801,56,13
TASJ101,122,39
TASJ801,0,1
TASJ802,64,16
TASJ803,12,12
TASJ804,59,10
TESO801,0,0
VIER801,4,2
VINE101,406,144
VINE102,204,104
VINE801,55,23
VINE802,35,23
VINE803 0,10,3
WALD101,370,87
WALD102,689,122
WALD103,384,53
WALD801,51,10
WLCR101,706,68
WLCR102,522,89
WLCR103,832,84
WLCR104,173,26
WLCR105,473,92
WLCR106,632,116
WLCR107,176,34
WLCR108,261,32
WLCR109,209,47
WLCR110,481,91
WLCR111,480,113
WLCR112,382,91
WLCR113,499,63
WLCR114,166,33
WLCR115,276,50
WLCR116,285,56
WLCR117,566,134
WLCR118,223,51
WLCR119,498,114
WLCR120,592,88
WLCR121,543,83
WLCR122,322,61
WLCR123,451,78
WLCR124,306,55
WLCR125,472,104
WLCR126,513,94
WLCR127,505,65
WLCR129,571,77
WLCR130,329,58
WLCR131,365,64
WLCR132,420,94
WLCR133,460,102
WLCR134,404,103
WLCR135,539,116
WLCR136,198,45
WLCR137,541,105
WLCR138,424,106
WLCR139,414,110
WLCR140,477,89
WLCR141,478,80
WLCR142,525,110
WLCR143,417,90
WLCR144,423,76
WLCR801,111,29
WLCR802,2,0
WLCR803,30,11
WLCR804,114,21
WLCR805,0,0
WLKN101,465,111
WLKN102,325,73
WLKN103,285,66
WLKN801,58,34
CALD801,5,0
CONC135,366,103
