Precinct,Yes,No
DANV119,684,465
DANV120,563,349
DANV121,318,211
DANV122,391,272
DANV123,402,275
DANV124,274,211
DANV125,239,132
DANV126,666,383
DANV127,412,210
DANV128,318,208
DANV129,546,374
DANV130,353,246
DBAY101,666,406
DBAY102,498,401
DBAY103,251,252
DBAY104,465,461
DBAY105,181,145
DBAY106,565,564
DBAY107,412,348
DBAY801,52,87
DIAB101,355,259
ELCR101,847,207
ELCR102,767,278
ELCR103,510,128
ELCR104,826,243
ELCR105,543,242
ELCR106,472,136
ELCR107,456,189
ELCR108,556,217
ELCR109,719,252
ELCR110,743,214
ELCR111,618,145
ELCR112,548,113
ELCR113,859,255
ELCR114,460,159
ELCR115,408,120
ELSO101,533,192
ELSO102,605,191
ELSO103,352,173
ELSO104,486,186
ELSO105,598,250
ELSO106,513,158
ELSO107,263,78
ELSO801,2,0
ELSO802,85,58
ELSO803,11,3
ERIC101,753,191
ERIC102,764,213
ERIC103,279,89
ERIC801,31,10
FAIR801,1,0
GIAN101,354,146
GIAN102,290,119
GIAN103,443,214
GIAN104,543,210
GIAN105,356,108
HERC101,665,273
HERC102,706,269
HERC103,366,110
HERC104,468,209
HERC105,348,127
HERC106,440,207
HERC107,524,213
HERC108,435,169
HERC109,551,195
HERC110,391,168
HERC111,399,194
HERC113,571,245
HERC114,439,144
KENS101,402,173
KENS102,529,176
KENS103,842,241
KENS104,669,209
KENS801,0,0
KENS802,0,0
KNGT101,252,340
KNGT801,16,17
KNGT802,5,3
KNGT803,35,35
KNGT804,41,25
LAST801,22,25
LFET101,580,373
LFET102,451,296
LFET103,440,257
LFET104,524,268
LFET105,431,275
LFET106,412,245
LFET107,626,368
LFET108,716,321
LFET109,722,375
LFET110,408,201
LFET111,477,265
LFET112,184,148
LFET113,468,304
LFET114,432,294
LFET115,394,274
LFET116,563,403
LFET117,672,396
MARC801,87,72
MARC802,10,10
MARC803,9,12
MART101,330,118
MART103,214,92
MART104,537,261
MART106,275,91
MART107,455,274
MART108,461,298
MART109,444,244
MART110,292,183
MART111,632,376
MART112,389,211
MART114,278,173
MART115,391,205
MART116,253,121
MART117,258,197
MART118,362,252
MART120,507,272
MART125,357,142
MART126 0,214,133
MART801,1,0
MART802,103,65
MART803,25,23
MART804,92,47
MART805,76,40
MART806 0,58,35
MART807 0,47,12
MART808 0,88,43
MART809 0,5,2
MART810 0,55,31
MART811 0,78,32
MART812 0,17,8
MART813 0,79,33
MART814 0,6,0
MART815 0,55,36
MART816 0,22,9
MART817 0,22,11
MART818 0,103,41
MART819 0,17,10
MART820 0,53,29
MART821 0,90,49
MART822 0,114,46
MART823 0,16,6
MART824 0,9,11
MART825 0,7,11
MART826 0,76,60
MART827 0,0,0
MART828 0,16,11
MART829 0,2,2
MART830 0,108,41
MART831 0,163,66
MART832 0,160,74
MART833 0,147,50
MART834 0,193,103
MART835 0,160,61
MART836 0,140,80
MART837 0,93,27
MART838 0,49,22
MART839 0,149,77
MART840 0,129,67
MART841 0,172,77
MART842 0,150,84
MART843 0,105,99
MART844 0,144,100
MART845 0,8,2
MART846 0,225,118
MART847 0,191,113
MART848 0,89,45
MART849 0,115,87
MART850 0,223,102
MDIA101,174,152
MDIA801,4,2
MDIA802,2,2
MORG101,706,500
MORG102,523,222
MORG103,632,399
MORG104,664,474
MORG105,645,414
MORG106,615,431
MORG107,728,479
MORG108,485,329
MVIE101,286,130
MVIE102,316,161
MVIE801 0,0,0
MVIE802 0,4,2
NCYN101,269,166
NICH801,2,3
NRIC101,400,141
NRTV801,3,4
NRTV802,3,7
OKLY101,362,204
OKLY102,404,233
OKLY103,463,228
OKLY104,605,343
OKLY105,416,210
OKLY106,436,339
OKLY107,251,150
OKLY108,287,200
OKLY109,286,166
OKLY110,367,282
OKLY111,278,213
OKLY112,291,182
OKLY113,604,357
OKLY114,435,321
OKLY115,377,233
OKLY116,445,343
OKLY117,321,188
OKLY118,229,121
OKLY119,271,125
OKLY801,1,2
OLEU801,2,5
OLEU802,2,12
ORDA101,794,467
ORDA102,326,237
ORDA103,456,349
ORDA104,302,189
ORDA105,577,391
ORDA106,652,410
ORDA107,678,403
ORDA108,619,443
ORDA109,404,303
ORDA110,215,161
ORDA111,718,388
ORDA112,471,343
ORDA113,214,134
ORDA801,3,0
PACH101,593,310
PACH102,327,171
PACH801,3,0
PACH802,50,36
PACH803,1,1
PINL102,415,166
PINL103,479,150
PINL104,360,147
PINL105,547,166
PINL106,388,175
PINL107,355,149
PINL108,528,197
PINL109,330,142
PINL110,603,217
PINL111,497,264
PINL112,541,261
PINL801,7,10
PINL802,100,64
PINL803,44,14
PLHL101,488,191
PLHL102,400,155
PLHL103,382,196
PLHL104,753,361
PLHL105,427,242
PLHL106,569,366
PLHL107,536,358
PLHL108,619,337
PLHL109,573,260
PLHL110,474,321
PLHL111,532,311
PLHL112,436,183
PLHL113,588,253
PLHL114,630,330
PLHL115,656,270
PLHL116,459,217
PLHL117,534,184
PLHL118,475,190
PLHL119,504,190
PRCO801,76,41
PTTS101,472,206
PTTS102,392,138
PTTS103,356,153
PTTS104,453,151
PTTS105,187,91
PTTS106,385,182
PTTS107,482,180
PTTS108,446,151
PTTS109,378,121
PTTS110,382,130
PTTS111,360,176
PTTS112,353,144
PTTS113,324,123
PTTS114,442,177
PTTS115,443,189
PTTS116,335,107
PTTS117,302,123
PTTS118,356,167
PTTS119,295,155
PTTS120,274,136
PTTS121,289,101
PTTS122,287,105
PTTS123,219,96
PTTS124,258,87
PTTS125,433,118
PTTS126,342,119
PTTS127,282,102
PTTS128,440,153
PTTS129,558,205
PTTS130,326,106
PTTS131,357,138
PTTS132,487,199
PTTS133,320,129
PTTS134,332,129
PTTS135,296,105
PTTS801,3,0
PTTS802,0,0
RICH101,604,212
RICH102,377,132
RICH103,443,236
RICH104,733,216
RICH105,819,253
RICH106,581,182
RICH107,148,40
RICH108,569,161
RICH109,288,65
RICH110,367,112
RICH111,278,73
RICH112,383,120
RICH113,522,145
RICH114,446,138
RICH115,395,128
RICH116,217,53
RICH117,360,99
RICH118,448,103
RICH119,324,90
RICH120,267,81
RICH121,145,41
RICH122,684,184
RICH123,711,162
RICH124,400,116
RICH125,437,131
RICH126,396,130
RICH127,394,98
RICH128,483,139
RICH129,322,81
RICH130,347,82
RICH131,342,128
RICH132,405,186
RICH133,397,119
RICH134,294,104
RICH135,367,93
RICH136,302,96
RICH137,447,148
RICH138,302,146
RICH139,697,241
RICH140,275,106
RICH141,413,171
RICH142,710,277
RICH143,705,200
RICH144,588,199
RICH145,733,226
RICH146,144,41
RICH147,332,72
RICH148,99,29
RICH149,218,64
RICH150,239,82
RICH151,291,113
RICH152,294,81
RICH153,261,74
RICH154,397,81
RICH155,360,105
RICH156,279,128
RICH801,19,5
RICH802,24,10
RICH803,109,53
RICH804,89,42
RICH805,66,13
RICH806,94,32
RICH807,0,0
RODO101,436,151
RODO102,511,184
RODO103,528,243
RODO104,445,188
ROLL101,485,150
SARA101,306,172
SARA102,615,259
SARA103,578,282
SARA105,303,207
SARA106,428,218
SARA801,0,2
SARA802,108,58
SHEL101,101,58
SHEL102,238,119
SPAB101,658,171
SPAB102,286,65
SPAB103,325,95
SPAB104,401,125
SPAB105,310,88
SPAB106,603,164
SPAB107,441,158
SPAB108,382,110
SPAB109,342,92
SPAB110,455,133
SRAM101,388,241
SRAM102,550,256
SRAM103,410,363
SRAM104,433,311
SRAM105,384,190
SRAM106,473,299
SRAM107,489,288
SRAM108,534,255
SRAM109,472,279
SRAM110,430,287
SRAM111,641,348
SRAM112,489,350
SRAM113,428,285
SRAM114,328,225
SRAM115,510,362
SRAM116,423,262
SRAM117,655,365
SRAM118,387,189
SRAM119,367,160
SRAM120,487,292
SRAM121,250,155
SRAM122,451,203
SRAM123,590,209
SRAM124,300,117
SRAM125,395,249
SRAM126,414,207
SRAM127,194,99
SRAM128,548,320
SRAM129,291,215
SRAM130,323,239
SRAM131,353,148
SRAM132,447,207
SRAM133,528,241
SRAM134,395,174
SRAM135,345,127
SRAM136,303,193
SRAM137,482,223
SRAM138,344,147
SRAM139,322,145
SRAM140,318,188
SRAM141,374,217
SRAM142,335,126
SRAM801,0,0
STMY801,70,59
TASJ101,116,111
TASJ801,0,1
TASJ802,64,63
TASJ803,18,20
TASJ804,66,23
TESO801,0,0
VIER801,6,5
VINE101,457,242
VINE102,256,133
VINE801,60,44
VINE802,60,25
VINE803 0,13,7
WALD101,446,209
WALD102,805,286
WALD103,412,180
WALD801,57,22
WLCR101,777,399
WLCR102,616,302
WLCR103,905,489
WLCR104,198,118
WLCR105,493,337
WLCR106,799,348
WLCR107,214,114
WLCR108,297,164
WLCR109,232,139
WLCR110,548,282
WLCR111,580,294
WLCR112,468,230
WLCR113,562,263
WLCR114,206,104
WLCR115,308,210
WLCR116,331,155
WLCR117,634,411
WLCR118,248,153
WLCR119,565,309
WLCR120,685,286
WLCR121,688,264
WLCR122,386,219
WLCR123,543,191
WLCR124,378,141
WLCR125,565,285
WLCR126,669,278
WLCR127,550,255
WLCR129,659,320
WLCR130,354,242
WLCR131,463,196
WLCR132,443,312
WLCR133,571,271
WLCR134,464,312
WLCR135,677,278
WLCR136,238,133
WLCR137,702,332
WLCR138,480,305
WLCR139,502,286
WLCR140,480,354
WLCR141,588,304
WLCR142,650,300
WLCR143,488,249
WLCR144,526,209
WLCR801,120,78
WLCR802,2,0
WLCR803,36,20
WLCR804,122,67
WLCR805,0,0
WLKN101,560,321
WLKN102,380,246
WLKN103,327,184
WLKN801,93,54
CALD801,5,4
CONC135,429,301
