Precinct,Yes,No
MART103,156,59
MART104,426,136
MART106,185,64
MART107,432,120
MART108,405,120
MART109,387,102
MART110,240,88
MART111,546,163
MART112,357,86
MART114,240,88
MART115,295,117
MART116,192,66
MART117,204,79
MART118,346,84
MART120,428,103
MART125,296,98
MART126 0,182,68
MART801,0,1
MART802,85,22
MART803,22,9
MART804,76,16
MART805,55,21
MART806 0,53,21
MART807 0,30,18
MART808 0,60,22
MART809 0,4,3
MART810 0,44,7
MART811 0,68,15
MART812 0,16,2
MART813 0,63,25
MART814 0,1,3
MART815 0,48,25
MART816 0,16,7
MART817 0,17,15
MART818 0,83,27
MART819 0,9,10
MART820 0,47,23
MART821 0,64,28
MART822 0,67,32
MART823 0,15,4
MART824 0,8,4
MART825 0,8,5
MART826 0,75,22
MART827 0,0,0
MART828 0,12,3
MART829 0,3,0
MART830 0,67,39
MART831 0,111,47
MART832 0,102,45
MART833 0,104,38
MART834 0,141,62
MART835 0,130,33
MART836 0,115,30
MART837 0,67,26
MART838 0,45,12
MART839 0,113,49
MART840 0,112,31
MART841 0,142,33
MART842 0,119,52
MART843 0,121,28
MART844 0,114,39
MART845 0,7,2
MART846 0,183,60
MART847 0,168,42
MART848 0,68,22
MART849 0,89,37
MART850 0,184,46
MDIA101,190,41
MDIA801,4,0
MDIA802,3,1
MORG101,651,174
MORG102,369,119
MORG103,525,109
MORG104,592,174
MORG105,565,121
MORG106,552,134
MORG107,631,136
MORG108,385,94
MVIE101,208,106
MVIE102,224,104
MVIE801 0,0,0
MVIE802 0,5,0
NCYN101,265,68
NICH801,3,2
NRIC101,334,125
NRTV801,1,4
NRTV802,4,6
OKLY101,330,122
OKLY102,342,138
OKLY103,347,159
OKLY104,545,194
OKLY105,348,141
OKLY106,379,200
OKLY107,230,90
OKLY108,271,116
OKLY109,266,114
OKLY110,337,155
OKLY111,249,119
OKLY112,256,93
OKLY113,516,193
OKLY114,373,177
OKLY115,334,129
OKLY116,426,192
OKLY117,283,110
OKLY118,190,85
OKLY119,201,87
OKLY801,2,1
OLEU801,1,0
OLEU802,6,5
ORDA101,633,173
ORDA102,315,70
ORDA103,450,97
ORDA104,233,51
ORDA105,490,129
ORDA106,550,128
ORDA107,516,159
ORDA108,558,104
ORDA109,366,76
ORDA110,206,31
ORDA111,565,160
ORDA112,423,101
ORDA113,177,41
ORDA801,3,0
PACH101,467,181
PACH102,277,104
PACH801,0,3
PACH802,47,15
PACH803,0,2
PINL102,343,97
PINL103,353,133
PINL104,270,88
PINL105,376,159
PINL106,325,105
PINL107,258,118
PINL108,395,159
PINL109,278,65
PINL110,432,155
PINL111,427,142
PINL112,447,153
PINL801,8,5
PINL802,89,24
PINL803,27,5
PLHL101,383,121
PLHL102,283,94
PLHL103,319,107
PLHL104,602,163
PLHL105,363,109
PLHL106,480,116
PLHL107,463,119
PLHL108,494,169
PLHL109,456,120
PLHL110,449,129
PLHL111,410,137
PLHL112,290,100
PLHL113,400,167
PLHL114,501,166
PLHL115,515,134
PLHL116,341,116
PLHL117,401,156
PLHL118,376,105
PLHL119,381,147
PRCO801,53,26
PTTS101,391,157
PTTS102,322,92
PTTS103,311,88
PTTS104,337,134
PTTS105,182,49
PTTS106,314,123
PTTS107,378,144
PTTS108,348,124
PTTS109,304,106
PTTS110,317,100
PTTS111,305,111
PTTS112,299,93
PTTS113,271,91
PTTS114,371,121
PTTS115,417,104
PTTS116,265,96
PTTS117,223,87
PTTS118,316,91
PTTS119,275,83
PTTS120,236,76
PTTS121,221,94
PTTS122,249,71
PTTS123,198,74
PTTS124,200,74
PTTS125,367,105
PTTS126,260,110
PTTS127,224,77
PTTS128,371,131
PTTS129,474,140
PTTS130,266,94
PTTS131,302,115
PTTS132,407,136
PTTS133,256,79
PTTS134,274,89
PTTS135,220,82
PTTS801,1,0
PTTS802,0,0
RICH101,371,150
RICH102,256,95
RICH103,359,92
RICH104,485,153
RICH105,574,175
RICH106,404,154
RICH107,92,47
RICH108,349,155
RICH109,200,89
RICH110,248,100
RICH111,197,75
RICH112,286,108
RICH113,356,164
RICH114,343,140
RICH115,316,101
RICH116,169,52
RICH117,264,111
RICH118,290,122
RICH119,226,115
RICH120,201,88
RICH121,110,36
RICH122,444,169
RICH123,448,214
RICH124,240,105
RICH125,345,100
RICH126,284,98
RICH127,277,119
RICH128,359,124
RICH129,255,89
RICH130,259,108
RICH131,293,106
RICH132,341,92
RICH133,296,101
RICH134,232,76
RICH135,261,101
RICH136,246,85
RICH137,352,117
RICH138,231,82
RICH139,506,190
RICH140,207,73
RICH141,312,110
RICH142,508,168
RICH143,496,195
RICH144,421,143
RICH145,468,197
RICH146,98,59
RICH147,233,89
RICH148,70,28
RICH149,154,80
RICH150,207,62
RICH151,236,71
RICH152,216,83
RICH153,209,67
RICH154,258,120
RICH155,286,103
RICH156,198,78
RICH801,14,6
RICH802,16,10
RICH803,91,29
RICH804,69,26
RICH805,30,28
RICH806,79,20
RICH807,0,0
RODO101,353,130
RODO102,400,125
RODO103,468,153
RODO104,350,131
ROLL101,374,132
SARA101,252,76
SARA102,471,132
SARA103,454,120
SARA105,268,73
SARA106,368,100
SARA801,2,0
SARA802,81,20
SHEL101,81,25
SHEL102,195,41
SPAB101,527,187
SPAB102,204,93
SPAB103,264,89
SPAB104,329,98
SPAB105,216,73
SPAB106,460,136
SPAB107,371,135
SPAB108,320,93
SPAB109,290,81
SPAB110,381,123
SRAM101,364,83
SRAM102,424,132
SRAM103,409,114
SRAM104,398,110
SRAM105,307,99
SRAM106,435,121
SRAM107,412,120
SRAM108,477,112
SRAM109,419,119
SRAM110,404,98
SRAM111,568,138
SRAM112,447,122
SRAM113,360,100
SRAM114,303,100
SRAM115,463,140
SRAM116,375,139
SRAM117,500,140
SRAM118,338,81
SRAM119,319,55
SRAM120,418,144
SRAM121,227,55
SRAM122,368,98
SRAM123,489,121
SRAM124,247,72
SRAM125,344,101
SRAM126,329,110
SRAM127,196,38
SRAM128,524,137
SRAM129,250,79
SRAM130,326,86
SRAM131,322,74
SRAM132,360,92
SRAM133,419,99
SRAM134,329,83
SRAM135,299,66
SRAM136,285,68
SRAM137,448,90
SRAM138,280,84
SRAM139,277,61
SRAM140,317,74
SRAM141,316,100
SRAM142,268,83
SRAM801,0,0
STMY801,57,13
TASJ101,123,39
TASJ801,0,1
TASJ802,61,17
TASJ803,12,10
TASJ804,53,13
TESO801,0,0
VIER801,4,2
VINE101,399,155
VINE102,204,104
VINE801,45,33
VINE802,38,18
VINE803 0,9,4
WALD101,349,101
WALD102,647,169
WALD103,343,90
WALD801,47,15
WLCR101,676,94
WLCR102,496,124
WLCR103,807,116
WLCR104,173,29
WLCR105,440,121
WLCR106,605,157
WLCR107,166,49
WLCR108,257,44
WLCR109,202,58
WLCR110,453,126
WLCR111,454,142
WLCR112,374,109
WLCR113,455,114
WLCR114,156,48
WLCR115,264,63
WLCR116,262,72
WLCR117,547,156
WLCR118,220,60
WLCR119,494,135
WLCR120,563,110
WLCR121,540,93
WLCR122,305,81
WLCR123,418,120
WLCR124,275,89
WLCR125,452,122
WLCR126,484,130
WLCR127,476,90
WLCR129,570,97
WLCR130,313,78
WLCR131,357,86
WLCR132,413,114
WLCR133,448,136
WLCR134,395,116
WLCR135,508,157
WLCR136,187,61
WLCR137,512,142
WLCR138,413,115
WLCR139,395,134
WLCR140,468,97
WLCR141,473,97
WLCR142,500,138
WLCR143,402,112
WLCR144,378,131
WLCR801,105,38
WLCR802,2,0
WLCR803,26,14
WLCR804,103,31
WLCR805,0,0
WLKN101,453,125
WLKN102,314,81
WLKN103,285,70
WLKN801,64,28
CALD801,5,0
CONC135,344,132
