Precinct,Yes,No
ELCR107,481,160
ELCR108,572,203
ELCR109,721,234
ELCR110,729,219
ELCR111,573,177
ELCR112,476,183
ELCR113,861,263
ELCR114,480,131
ELCR115,371,155
ELSO101,500,234
ELSO102,540,258
ELSO103,339,193
ELSO104,483,185
ELSO105,556,295
ELSO106,428,237
ELSO107,229,110
ELSO801,2,0
ELSO802,109,38
ELSO803,10,4
ERIC101,730,219
ERIC102,715,265
ERIC103,253,113
ERIC801,28,15
FAIR801,1,0
GIAN101,348,154
GIAN102,250,159
GIAN103,437,224
GIAN104,506,249
GIAN105,303,157
HERC101,700,240
HERC102,718,284
HERC103,349,134
HERC104,485,201
HERC105,350,125
HERC106,489,163
HERC107,553,204
HERC108,415,195
HERC109,512,231
HERC110,401,172
HERC111,435,165
HERC113,635,202
HERC114,405,181
KENS101,460,116
KENS102,563,150
KENS103,843,218
KENS104,695,190
KENS801,0,0
KENS802,1,0
KNGT101,328,264
KNGT801,18,16
KNGT802,1,3
KNGT803,48,20
KNGT804,42,26
LAST801,26,18
LFET101,714,246
LFET102,559,200
LFET103,518,195
LFET104,573,229
LFET105,505,203
LFET106,492,177
LFET107,763,228
LFET108,790,246
LFET109,834,294
LFET110,456,152
LFET111,565,193
LFET112,244,89
LFET113,586,191
LFET114,558,167
LFET115,498,172
LFET116,702,287
LFET117,824,259
MARC801,93,66
MARC802,13,11
MARC803,12,7
MART101,326,117
MART103,210,96
MART104,577,235
MART106,240,129
MART107,523,210
MART108,558,196
MART109,537,170
MART110,363,121
MART111,744,282
MART112,424,182
MART114,333,116
MART115,411,193
MART116,281,103
MART117,316,143
MART118,453,160
MART120,598,184
MART125,362,142
MART126 0,258,91
MART801,1,0
MART802,113,47
MART803,36,18
MART804,97,41
MART805,84,33
MART806 0,68,24
MART807 0,38,23
MART808 0,91,41
MART809 0,6,0
MART810 0,71,17
MART811 0,72,36
MART812 0,17,7
MART813 0,72,43
MART814 0,5,1
MART815 0,51,36
MART816 0,21,10
MART817 0,25,8
MART818 0,102,45
MART819 0,17,10
MART820 0,52,32
MART821 0,97,42
MART822 0,118,38
MART823 0,18,5
MART824 0,15,4
MART825 0,12,7
MART826 0,90,43
MART827 0,0,0
MART828 0,20,4
MART829 0,4,0
MART830 0,98,48
MART831 0,135,98
MART832 0,146,88
MART833 0,134,61
MART834 0,198,99
MART835 0,171,52
MART836 0,169,55
MART837 0,89,30
MART838 0,64,9
MART839 0,169,58
MART840 0,147,45
MART841 0,204,53
MART842 0,169,67
MART843 0,160,50
MART844 0,180,71
MART845 0,6,4
MART846 0,259,92
MART847 0,242,68
MART848 0,82,47
MART849 0,147,56
MART850 0,222,98
MDIA101,244,84
MDIA801,3,3
MDIA802,4,0
MORG101,931,286
MORG102,562,182
MORG103,794,228
MORG104,878,256
MORG105,798,274
MORG106,807,250
MORG107,941,284
MORG108,633,185
MVIE101,258,152
MVIE102,312,170
MVIE801 0,0,0
MVIE802 0,3,4
NCYN101,345,100
NICH801,4,2
NRIC101,364,189
NRTV801,4,3
NRTV802,6,4
OKLY101,363,218
OKLY102,412,238
OKLY103,456,240
OKLY104,681,283
OKLY105,470,171
OKLY106,559,232
OKLY107,279,131
OKLY108,307,195
OKLY109,299,161
OKLY110,410,240
OKLY111,337,155
OKLY112,306,177
OKLY113,657,307
OKLY114,524,239
OKLY115,425,197
OKLY116,575,222
OKLY117,344,164
OKLY118,256,105
OKLY119,286,125
OKLY801,0,3
OLEU801,3,4
OLEU802,13,3
ORDA101,917,353
ORDA102,438,145
ORDA103,639,180
ORDA104,362,133
ORDA105,723,241
ORDA106,780,288
ORDA107,826,274
ORDA108,792,263
ORDA109,558,156
ORDA110,271,110
ORDA111,778,314
ORDA112,638,179
ORDA113,272,77
ORDA801,3,0
PACH101,629,280
PACH102,303,188
PACH801,0,3
PACH802,61,27
PACH803,1,1
PINL102,412,174
PINL103,422,213
PINL104,352,149
PINL105,479,230
PINL106,410,151
PINL107,348,155
PINL108,498,238
PINL109,357,126
PINL110,590,235
PINL111,595,181
PINL112,587,242
PINL801,10,5
PINL802,118,45
PINL803,43,13
PLHL101,485,216
PLHL102,386,166
PLHL103,427,160
PLHL104,808,299
PLHL105,514,158
PLHL106,672,273
PLHL107,629,261
PLHL108,675,280
PLHL109,626,223
PLHL110,574,227
PLHL111,614,236
PLHL112,461,166
PLHL113,630,215
PLHL114,721,250
PLHL115,703,229
PLHL116,484,194
PLHL117,509,224
PLHL118,478,187
PLHL119,483,223
PRCO801,73,50
PTTS101,515,180
PTTS102,380,146
PTTS103,375,130
PTTS104,449,172
PTTS105,195,93
PTTS106,382,184
PTTS107,437,232
PTTS108,389,221
PTTS109,328,168
PTTS110,347,176
PTTS111,342,206
PTTS112,327,171
PTTS113,288,163
PTTS114,412,209
PTTS115,431,218
PTTS116,315,135
PTTS117,274,156
PTTS118,363,169
PTTS119,328,129
PTTS120,272,135
PTTS121,242,144
PTTS122,254,139
PTTS123,214,100
PTTS124,195,145
PTTS125,372,187
PTTS126,309,164
PTTS127,256,128
PTTS128,403,196
PTTS129,506,263
PTTS130,297,148
PTTS131,338,171
PTTS132,506,178
PTTS133,292,161
PTTS134,344,120
PTTS135,258,140
PTTS801,3,0
PTTS802,0,0
RICH101,561,247
RICH102,375,127
RICH103,504,166
RICH104,736,198
RICH105,832,253
RICH106,479,280
RICH107,124,62
RICH108,579,150
RICH109,214,141
RICH110,349,134
RICH111,223,129
RICH112,316,185
RICH113,429,240
RICH114,356,228
RICH115,308,215
RICH116,164,113
RICH117,287,174
RICH118,397,151
RICH119,268,144
RICH120,213,137
RICH121,148,40
RICH122,610,253
RICH123,648,237
RICH124,357,169
RICH125,404,168
RICH126,355,164
RICH127,325,163
RICH128,451,177
RICH129,270,139
RICH130,291,152
RICH131,312,164
RICH132,475,127
RICH133,358,156
RICH134,304,101
RICH135,324,124
RICH136,254,140
RICH137,430,173
RICH138,322,120
RICH139,656,272
RICH140,285,102
RICH141,433,158
RICH142,708,274
RICH143,623,290
RICH144,581,193
RICH145,733,221
RICH146,112,72
RICH147,243,156
RICH148,80,48
RICH149,169,118
RICH150,212,111
RICH151,284,122
RICH152,251,120
RICH153,200,133
RICH154,342,139
RICH155,315,160
RICH156,299,106
RICH801,15,9
RICH802,24,10
RICH803,126,42
RICH804,89,41
RICH805,60,19
RICH806,91,31
RICH807,0,0
RODO101,427,173
RODO102,500,207
RODO103,537,260
RODO104,391,250
ROLL101,452,197
SARA101,355,119
SARA102,618,242
SARA103,655,226
SARA105,378,137
SARA106,472,179
SARA801,2,0
SARA802,110,58
SHEL101,120,43
SHEL102,282,89
SPAB101,595,244
SPAB102,252,103
SPAB103,303,120
SPAB104,341,184
SPAB105,258,129
SPAB106,560,217
SPAB107,429,180
SPAB108,332,163
SPAB109,320,118
SPAB110,428,170
SRAM101,464,167
SRAM102,606,195
SRAM103,572,192
SRAM104,557,206
SRAM105,428,158
SRAM106,621,166
SRAM107,584,189
SRAM108,633,168
SRAM109,530,220
SRAM110,518,205
SRAM111,747,245
SRAM112,604,256
SRAM113,523,206
SRAM114,400,159
SRAM115,631,256
SRAM116,496,196
SRAM117,791,252
SRAM118,445,142
SRAM119,434,108
SRAM120,557,234
SRAM121,287,119
SRAM122,526,138
SRAM123,629,187
SRAM124,316,105
SRAM125,449,196
SRAM126,437,186
SRAM127,232,64
SRAM128,656,234
SRAM129,375,140
SRAM130,419,151
SRAM131,413,99
SRAM132,488,167
SRAM133,614,164
SRAM134,466,94
SRAM135,362,124
SRAM136,382,114
SRAM137,557,153
SRAM138,388,115
SRAM139,371,92
SRAM140,400,113
SRAM141,433,159
SRAM142,364,101
SRAM801,0,0
STMY801,86,41
TASJ101,141,90
TASJ801,0,1
TASJ802,82,42
TASJ803,25,14
TASJ804,73,17
TESO801,0,0
VIER801,7,4
VINE101,499,223
VINE102,256,126
VINE801,61,47
VINE802,45,36
VINE803 0,9,12
WALD101,491,174
WALD102,758,340
WALD103,426,161
WALD801,58,29
WLCR101,905,267
WLCR102,684,253
WLCR103,1055,348
WLCR104,239,71
WLCR105,633,217
WLCR106,891,269
WLCR107,238,89
WLCR108,326,141
WLCR109,272,100
WLCR110,644,194
WLCR111,628,264
WLCR112,479,211
WLCR113,598,233
WLCR114,236,76
WLCR115,395,140
WLCR116,344,126
WLCR117,754,291
WLCR118,272,118
WLCR119,628,261
WLCR120,696,277
WLCR121,693,256
WLCR122,460,163
WLCR123,542,198
WLCR124,385,138
WLCR125,589,253
WLCR126,689,253
WLCR127,605,197
WLCR129,733,247
WLCR130,432,182
WLCR131,464,196
WLCR132,554,206
WLCR133,611,245
WLCR134,601,187
WLCR135,735,243
WLCR136,281,95
WLCR137,781,255
WLCR138,616,182
WLCR139,604,185
WLCR140,637,229
WLCR141,647,254
WLCR142,724,219
WLCR143,550,189
WLCR144,560,183
WLCR801,140,50
WLCR802,2,0
WLCR803,36,21
WLCR804,139,47
WLCR805,0,0
WLKN101,635,250
WLKN102,454,178
WLKN103,389,136
WLKN801,103,44
CALD801,2,7
CONC135,504,233
