Precinct,Yes,No
ALHA101,342,140
ALHA801,22,4
ALHA802,34,19
ALHA803,8,4
ALHA804,80,44
ALHA805,36,16
ALHA806,0,1
ALMO101,393,170
ALMO102,887,303
ALMO103,557,218
ALMO104,619,225
ALMO105,358,118
ALMO106,542,213
ALMO107,419,173
ALMO108,403,186
ALMO109,550,208
ALMO110,582,216
ALMO111,555,225
ALMO112,353,147
ANTI101,147,67
ANTI102,337,232
ANTI103,303,196
ANTI104,444,228
ANTI105,386,173
ANTI106,371,153
ANTI107,414,146
ANTI108,609,250
ANTI109,545,206
ANTI110,410,203
ANTI111,538,248
ANTI112,273,141
ANTI113,221,128
ANTI114,338,173
ANTI115,379,232
ANTI116,225,150
ANTI117,426,229
ANTI118,273,184
ANTI119,473,207
ANTI120,565,231
ANTI121,381,182
ANTI122,537,234
ANTI123,562,283
ANTI124,550,235
ANTI125,415,214
ANTI126,297,136
ANTI127,419,211
ANTI128,313,210
ANTI129,237,130
ANTI130,301,169
ANTI131,471,220
ANTI132,337,157
ANTI133,571,218
ANTI134,441,196
ANTI135,370,194
ANTI136,442,199
ANTI137,356,180
ANTI138,477,210
ANTI139,447,177
ANTI140,244,122
ANTI141,460,187
ANTI142,311,125
ANTI143,517,234
ANTI144,267,137
ANTI145,333,106
ANTI146,376,169
ANTI147,405,244
ANTI148,251,167
ANTI149,152,149
ANTI150,325,160
ANTI151,185,94
ANTI152,291,116
ANTI801,1,2
ANTI802,4,8
AYER101,240,121
BAPO101,412,211
BAPO102,130,57
BAPO103,353,168
BAPO104,246,170
BAPO105,266,162
BAPO106,333,131
BAPO107,438,196
BAPO108,183,133
BAPO109,294,134
BAPO801,4,0
BAPO802,0,3
BETH101,547,410
BETH801,0,0
BKDI801,5,4
BKDI802,119,77
BKDI803,2,0
BKDI804,0,2
BKHW101,704,270
BKHW102,632,219
BKHW103,463,173
BKHW104,568,139
BKHW105,430,125
BKHW106,567,197
BKHW107,600,175
BKHW108,555,132
BREN101,567,200
BREN102,419,156
BREN103,630,206
BREN104,514,192
BREN105,217,104
BREN106,249,75
BREN107,574,211
BREN108,623,207
BREN109,559,280
BREN110,511,198
BREN111,773,327
BREN112,422,174
BREN113,444,145
BREN114,304,123
BREN115,360,157
BREN116,844,311
BREN117,259,118
BREN118,442,245
BREN119,519,214
BREN120,350,145
BREN121,343,117
BREN122,366,184
BREN123,483,203
BREN124,671,268
BREN125,100,61
BREN126,550,187
BREN127,991,311
BREN128,915,322
BREN129,273,94
BREN130,454,182
BREN131,305,124
BREN132,347,109
BREN133,372,137
BREN801,2,2
BREN802,39,27
BRHL101,368,164
BRHL102,392,157
BRHL103,486,272
BRHL801,0,0
BRVL101,218,109
BRVL801,116,45
BYRN101,193,120
BYRN801,76,41
BYRN802,27,13
BYRN803,2,0
CANY801,83,65
CASR101,257,108
CLAY101,635,213
CLAY102,677,252
CLAY103,426,146
CLAY104,553,202
CLAY105,771,234
CLAY106,540,181
CLAY107,736,326
CLYD101,177,132
CONC101,263,113
CONC102,384,208
CONC103,437,203
CONC104,424,198
CONC105,441,221
CONC106,388,190
CONC107,523,225
CONC108,453,190
CONC109,527,206
CONC110,414,211
CONC111,420,227
CONC112,409,221
CONC113,500,220
CONC114,430,212
CONC115,669,280
CONC116,474,225
CONC117,424,234
CONC118,610,252
CONC119,453,190
CONC120,514,209
CONC121,466,210
CONC122,407,182
CONC123,525,237
CONC124,569,277
CONC125,448,190
CONC126,649,264
CONC127,324,138
CONC128,622,244
CONC129,437,163
CONC130,272,108
CONC131,371,171
CONC132,372,130
CONC133,426,225
CONC134,464,187
CONC136,794,262
CONC137,376,137
CONC138,509,178
CONC139,376,194
CONC140,376,153
CONC141,399,152
CONC142,421,148
CONC143,696,188
CONC144,632,235
CONC145,370,189
CONC146,420,157
CONC147,423,221
CONC148,661,240
CONC149,476,199
CONC150,530,209
CONC151,252,122
CONC152,470,208
CONC153,479,184
CONC154,333,113
CONC155,360,167
CONC156,513,165
CONC157,400,171
CONC158,472,183
CONC159,572,210
CONC160,434,157
CONC161,526,158
CONC163,332,153
CONC164,533,217
CONC165,299,143
CONC801,25,9
CONC802,6,0
CONC803,0,0
CONC804,16,4
CROC101,664,370
CROC102,307,208
CROC801,1,0
DANV101,425,147
DANV102,326,99
DANV103,522,171
DANV104,729,257
DANV105,693,275
DANV106,639,247
DANV107,726,270
DANV108,728,265
DANV109,446,131
DANV110,300,79
DANV111,378,125
DANV112,612,248
DANV113,445,183
DANV114,672,202
DANV115,477,178
DANV116,390,82
DANV117,574,191
DANV118,537,213
DANV119,863,303
DANV120,661,269
DANV121,417,118
DANV122,471,180
DANV123,497,188
DANV124,385,105
DANV125,289,78
DANV126,769,298
DANV127,497,131
DANV128,389,134
DANV129,661,266
DANV130,460,143
DBAY101,789,305
DBAY102,636,278
DBAY103,328,190
DBAY104,591,357
DBAY105,216,112
DBAY106,729,395
DBAY107,557,227
DBAY801,81,59
DIAB101,475,161
ELCR101,845,221
ELCR102,785,257
ELCR103,447,181
ELCR104,847,222
ELCR105,618,169
ELCR106,450,135
