Precinct,Yes,No
BREN122,238,131
BREN123,314,172
BREN124,498,221
BREN125,74,38
BREN126,415,124
BREN127,705,211
BREN128,612,193
BREN129,182,67
BREN130,316,161
BREN131,205,102
BREN132,233,110
BREN133,255,133
BREN801,2,2
BREN802,36,16
BRHL101,287,98
BRHL102,301,67
BRHL103,455,88
BRHL801,0,0
BRVL101,137,83
BRVL801,85,29
BYRN101,138,88
BYRN801,39,46
BYRN802,8,15
BYRN803,1,0
CANY801,112,8
CASR101,193,54
CLAY101,451,147
CLAY102,446,181
CLAY103,300,95
CLAY104,305,170
CLAY105,501,179
CLAY106,326,141
CLAY107,551,200
CLYD101,151,80
CONC101,217,80
CONC102,337,110
CONC103,370,120
CONC104,337,120
CONC105,368,125
CONC106,341,88
CONC107,445,137
CONC108,365,102
CONC109,387,148
CONC110,367,100
CONC111,369,115
CONC112,305,154
CONC113,392,138
CONC114,327,139
CONC115,544,137
CONC116,454,104
CONC117,375,145
CONC118,578,129
CONC119,374,120
CONC120,412,137
CONC121,365,124
CONC122,316,92
CONC123,441,126
CONC124,462,151
CONC125,341,124
CONC126,502,169
CONC127,207,112
CONC128,471,140
CONC129,326,102
CONC130,203,64
CONC131,294,87
CONC132,274,82
CONC133,334,138
CONC134,359,123
CONC136,574,184
CONC137,291,84
CONC138,366,110
CONC139,332,114
CONC140,295,83
CONC141,305,85
CONC142,303,112
CONC143,514,123
CONC144,522,130
CONC145,353,99
CONC146,316,115
CONC147,339,164
CONC148,507,174
CONC149,376,105
CONC150,415,128
CONC151,196,60
CONC152,370,106
CONC153,349,107
CONC154,258,80
CONC155,301,80
CONC156,343,138
CONC157,301,114
CONC158,375,110
CONC159,420,137
CONC160,280,105
CONC161,378,110
CONC163,284,101
CONC164,420,112
CONC165,280,80
CONC801,16,1
CONC802,3,2
CONC803,0,0
CONC804,15,2
CROC101,564,180
CROC102,295,92
CROC801,0,0
DANV101,246,118
DANV102,194,69
DANV103,387,103
DANV104,490,141
DANV105,503,144
DANV106,419,162
DANV107,526,153
DANV108,512,154
DANV109,290,89
DANV110,192,67
DANV111,277,69
DANV112,444,152
DANV113,331,85
DANV114,455,135
DANV115,340,135
DANV116,271,74
DANV117,395,118
DANV118,422,89
DANV119,609,195
DANV120,455,155
DANV121,286,94
DANV122,329,125
DANV123,340,110
DANV124,274,71
DANV125,182,50
DANV126,596,148
DANV127,324,104
DANV128,268,88
DANV129,477,140
DANV130,345,107
DBAY101,554,263
DBAY102,402,264
DBAY103,206,120
DBAY104,374,258
DBAY105,152,92
DBAY106,505,275
DBAY107,339,199
DBAY801,54,42
DIAB101,259,131
ELCR101,649,84
ELCR102,632,88
ELCR103,388,77
ELCR104,701,69
ELCR105,498,60
ELCR106,359,57
ELCR107,372,69
ELCR108,461,59
ELCR109,592,83
ELCR110,587,73
ELCR111,510,51
ELCR112,418,52
ELCR113,694,76
ELCR114,409,43
ELCR115,313,62
ELSO101,408,117
ELSO102,477,135
ELSO103,299,82
ELSO104,378,96
ELSO105,483,166
ELSO106,411,92
ELSO107,209,56
ELSO801,0,0
ELSO802,76,26
ELSO803,6,4
ERIC101,563,98
ERIC102,588,114
ERIC103,236,38
ERIC801,25,2
FAIR801,1,0
GIAN101,321,103
GIAN102,252,70
GIAN103,361,156
GIAN104,437,148
GIAN105,295,84
HERC101,567,142
HERC102,595,158
HERC103,310,79
HERC104,411,113
HERC105,287,72
HERC106,386,112
HERC107,444,111
HERC108,374,104
HERC109,458,117
HERC110,326,127
HERC111,373,103
HERC113,525,106
HERC114,364,109
KENS101,365,48
KENS102,461,31
KENS103,671,59
KENS104,563,39
KENS801,0,0
KENS802,0,0
KNGT101,199,208
KNGT801,15,10
KNGT802,0,1
KNGT803,34,20
KNGT804,36,12
LAST801,9,11
LFET101,504,119
LFET102,363,89
LFET103,380,69
LFET104,464,67
LFET105,410,75
LFET106,371,92
LFET107,601,82
LFET108,589,116
LFET109,635,114
LFET110,355,78
LFET111,420,95
LFET112,186,44
LFET113,421,93
LFET114,402,82
LFET115,360,85
LFET116,504,122
LFET117,574,128
MARC801,74,49
MARC802,5,6
MARC803,7,7
MART101,254,63
MART103,173,52
MART104,451,124
MART106,192,55
MART107,413,148
MART108,410,126
MART109,409,85
MART110,247,84
MART111,560,171
MART112,358,91
MART114,245,92
MART115,296,113
MART116,202,62
MART117,223,70
MART118,320,115
MART120,452,86
MART125,314,90
MART126 0,194,60
MART801,1,0
MART802,82,23
MART803,18,13
MART804,72,23
MART805,70,13
MART806 0,53,20
MART807 0,39,8
MART808 0,67,17
MART809 0,7,0
MART810 0,44,7
MART811 0,67,17
MART812 0,16,3
MART813 0,69,21
MART814 0,3,1
MART815 0,55,19
MART816 0,16,7
MART817 0,25,7
MART818 0,78,37
MART819 0,15,5
MART820 0,47,20
MART821 0,67,25
MART822 0,72,28
MART823 0,15,5
MART824 0,11,2
MART825 0,8,5
MART826 0,62,31
MART827 0,0,0
MART828 0,15,2
MART829 0,4,0
MART830 0,81,26
MART831 0,117,45
MART832 0,116,37
MART833 0,111,33
MART834 0,151,53
MART835 0,135,32
MART836 0,116,30
MART837 0,79,16
MART838 0,49,8
MART839 0,120,45
MART840 0,124,21
MART841 0,153,28
MART842 0,118,55
MART843 0,112,41
MART844 0,121,42
MART845 0,7,3
MART846 0,180,54
MART847 0,175,40
MART848 0,70,15
MART849 0,105,29
MART850 0,195,49
MDIA101,189,46
MDIA801,5,0
MDIA802,1,3
MORG101,713,132
MORG102,415,94
MORG103,554,109
MORG104,636,139
MORG105,600,116
MORG106,591,119
MORG107,656,144
MORG108,409,86
MVIE101,212,107
MVIE102,235,101
MVIE801 0,0,0
MVIE802 0,4,1
NCYN101,258,86
NICH801,4,1
NRIC101,339,126
NRTV801,3,2
NRTV802,4,6
OKLY101,308,147
OKLY102,316,175
OKLY103,345,174
OKLY104,565,187
OKLY105,358,147
OKLY106,375,216
OKLY107,224,106
OKLY108,256,139
OKLY109,254,128
OKLY110,308,187
OKLY111,236,143
OKLY112,230,127
OKLY113,496,225
OKLY114,358,204
OKLY115,321,158
OKLY116,414,210
OKLY117,259,141
OKLY118,201,78
OKLY119,191,102
OKLY801,0,3
OLEU801,1,1
OLEU802,7,4
ORDA101,705,133
ORDA102,336,63
ORDA103,457,100
ORDA104,254,43
ORDA105,554,86
ORDA106,583,127
ORDA107,598,104
ORDA108,556,121
ORDA109,381,72
ORDA110,205,49
ORDA111,645,115
ORDA112,449,86
ORDA113,193,31
ORDA801,3,0
PACH101,497,167
PACH102,288,107
PACH801,0,3
PACH802,46,20
PACH803,0,2
PINL102,346,103
PINL103,397,95
PINL104,277,86
PINL105,433,121
PINL106,348,88
PINL107,303,80
PINL108,429,125
PINL109,279,76
PINL110,470,134
PINL111,446,132
PINL112,457,153
PINL801,7,6
PINL802,89,30
PINL803,34,3
PLHL101,418,101
PLHL102,300,87
PLHL103,320,101
PLHL104,632,146
PLHL105,377,109
PLHL106,479,118
PLHL107,473,115
PLHL108,531,143
PLHL109,494,99
PLHL110,468,117
PLHL111,435,137
PLHL112,326,75
PLHL113,449,130
PLHL114,527,155
PLHL115,538,134
PLHL116,369,105
PLHL117,442,125
PLHL118,390,100
PLHL119,420,113
PRCO801,63,21
PTTS101,424,131
PTTS102,345,85
PTTS103,317,89
PTTS104,370,104
PTTS105,183,51
PTTS106,328,110
PTTS107,391,148
PTTS108,380,107
PTTS109,320,88
PTTS110,332,90
PTTS111,296,131
PTTS112,290,105
PTTS113,263,99
PTTS114,373,125
PTTS115,409,118
PTTS116,271,92
PTTS117,236,81
PTTS118,323,90
PTTS119,262,97
PTTS120,227,90
PTTS121,243,77
PTTS122,257,73
PTTS123,206,68
PTTS124,204,72
PTTS125,378,95
PTTS126,276,103
PTTS127,246,58
PTTS128,388,111
PTTS129,489,130
PTTS130,257,104
PTTS131,328,100
PTTS132,435,114
PTTS133,276,65
PTTS134,283,92
PTTS135,242,72
PTTS801,2,0
PTTS802,0,0
RICH101,488,61
RICH102,317,41
RICH103,404,58
RICH104,582,82
RICH105,704,72
RICH106,451,125
RICH107,107,36
RICH108,456,60
RICH109,231,57
RICH110,293,69
RICH111,210,67
RICH112,304,96
RICH113,387,138
RICH114,359,134
RICH115,336,88
RICH116,178,54
RICH117,280,104
RICH118,328,93
RICH119,262,91
RICH120,214,85
RICH121,120,35
RICH122,520,102
RICH123,580,98
RICH124,281,75
RICH125,363,88
RICH126,320,71
RICH127,295,103
RICH128,413,82
RICH129,263,83
RICH130,276,91
RICH131,309,89
RICH132,369,76
RICH133,328,71
RICH134,248,70
RICH135,298,73
RICH136,277,63
RICH137,385,98
RICH138,243,71
RICH139,562,147
RICH140,218,66
RICH141,351,80
RICH142,560,127
RICH143,572,129
RICH144,498,84
RICH145,608,69
RICH146,114,41
RICH147,250,77
RICH148,79,22
RICH149,178,64
RICH150,217,56
RICH151,246,70
RICH152,235,63
RICH153,221,60
RICH154,314,72
RICH155,333,65
RICH156,223,59
RICH801,14,7
RICH802,26,3
RICH803,87,31
RICH804,79,19
RICH805,56,5
RICH806,85,14
RICH807,0,0
RODO101,370,116
RODO102,410,127
RODO103,462,172
RODO104,356,136
ROLL101,409,96
SARA101,282,54
SARA102,542,88
SARA103,497,94
SARA105,275,66
SARA106,387,91
SARA801,2,0
SARA802,83,21
SHEL101,89,23
SHEL102,210,30
SPAB101,532,179
SPAB102,229,69
SPAB103,279,75
SPAB104,355,87
SPAB105,242,55
SPAB106,507,117
SPAB107,401,107
SPAB108,345,71
SPAB109,304,73
SPAB110,403,101
SRAM101,353,95
SRAM102,441,133
SRAM103,414,115
SRAM104,389,129
SRAM105,326,84
SRAM106,442,119
SRAM107,416,127
SRAM108,493,106
SRAM109,434,118
SRAM110,400,118
SRAM111,556,160
SRAM112,432,155
SRAM113,356,120
SRAM114,315,99
SRAM115,457,156
SRAM116,367,151
SRAM117,522,127
SRAM118,330,89
SRAM119,313,68
SRAM120,407,166
SRAM121,208,79
SRAM122,395,89
SRAM123,522,108
SRAM124,253,72
SRAM125,346,115
SRAM126,342,106
SRAM127,197,44
SRAM128,533,136
SRAM129,252,77
SRAM130,332,94
SRAM131,344,58
SRAM132,366,91
SRAM133,445,86
SRAM134,343,75
SRAM135,312,63
SRAM136,282,78
SRAM137,465,95
SRAM138,300,70
SRAM139,275,75
SRAM140,344,62
SRAM141,301,124
SRAM142,297,68
SRAM801,0,0
STMY801,57,14
TASJ101,114,51
TASJ801,0,1
TASJ802,52,32
TASJ803,9,15
TASJ804,60,8
TESO801,0,0
VIER801,4,3
VINE101,395,165
VINE102,199,117
VINE801,49,33
VINE802,42,18
VINE803 0,8,5
WALD101,388,84
WALD102,701,135
WALD103,401,53
WALD801,46,18
WLCR101,699,106
WLCR102,548,88
WLCR103,814,125
WLCR104,176,31
WLCR105,482,95
WLCR106,644,138
WLCR107,179,38
WLCR108,261,50
WLCR109,204,64
WLCR110,467,117
WLCR111,461,147
WLCR112,379,119
WLCR113,502,79
WLCR114,166,39
WLCR115,280,56
WLCR116,264,76
WLCR117,553,171
WLCR118,230,51
WLCR119,525,112
WLCR120,597,101
WLCR121,542,108
WLCR122,322,69
WLCR123,467,87
WLCR124,316,64
WLCR125,472,119
WLCR126,533,105
WLCR127,484,79
WLCR129,576,103
WLCR130,331,80
WLCR131,372,75
WLCR132,401,134
WLCR133,472,121
WLCR134,419,101
WLCR135,571,109
WLCR136,204,41
WLCR137,549,126
WLCR138,420,133
WLCR139,408,131
WLCR140,479,104
WLCR141,478,98
WLCR142,555,107
WLCR143,442,84
WLCR144,426,86
WLCR801,112,32
WLCR802,2,0
WLCR803,34,7
WLCR804,112,29
WLCR805,0,0
WLKN101,472,113
WLKN102,314,94
WLKN103,302,60
WLKN801,69,23
CALD801,5,1
CONC135,326,153
