Precinct,Yes,No
HERC108,261,352
HERC109,366,398
HERC110,264,311
HERC111,259,356
HERC113,381,466
HERC114,279,330
KENS101,295,286
KENS102,357,361
KENS103,573,510
KENS104,428,454
KENS801,1,0
KENS802,1,0
KNGT101,201,393
KNGT801,13,23
KNGT802,2,6
KNGT803,22,49
KNGT804,19,46
LAST801,20,27
LFET101,301,656
LFET102,271,493
LFET103,288,422
LFET104,289,512
LFET105,275,444
LFET106,270,393
LFET107,385,597
LFET108,509,536
LFET109,477,636
LFET110,266,339
LFET111,321,433
LFET112,98,239
LFET113,314,469
LFET114,241,483
LFET115,269,406
LFET116,337,643
LFET117,384,714
MARC801,44,119
MARC802,9,12
MARC803,3,17
MART101,221,230
MART103,154,160
MART104,387,418
MART106,166,213
MART107,307,440
MART108,299,460
MART109,318,391
MART110,218,273
MART111,432,594
MART112,265,352
MART114,190,259
MART115,268,341
MART116,164,215
MART117,180,283
MART118,251,371
MART120,366,420
MART125,230,279
MART126 0,144,214
MART801,0,1
MART802,53,117
MART803,20,31
MART804,70,69
MART805,44,71
MART806 0,44,48
MART807 0,31,33
MART808 0,50,80
MART809 0,6,1
MART810 0,36,52
MART811 0,65,42
MART812 0,12,12
MART813 0,61,54
MART814 0,3,3
MART815 0,39,52
MART816 0,12,18
MART817 0,15,19
MART818 0,70,76
MART819 0,12,17
MART820 0,42,43
MART821 0,53,79
MART822 0,69,90
MART823 0,15,7
MART824 0,9,10
MART825 0,9,12
MART826 0,36,98
MART827 0,0,0
MART828 0,11,15
MART829 0,3,1
MART830 0,82,68
MART831 0,104,128
MART832 0,120,119
MART833 0,102,95
MART834 0,113,192
MART835 0,96,127
MART836 0,89,138
MART837 0,62,61
MART838 0,34,39
MART839 0,75,153
MART840 0,100,95
MART841 0,124,132
MART842 0,89,148
MART843 0,71,136
MART844 0,94,154
MART845 0,0,10
MART846 0,142,208
MART847 0,130,182
MART848 0,67,67
MART849 0,67,133
MART850 0,134,196
MDIA101,113,224
MDIA801,2,4
MDIA802,2,2
MORG101,466,752
MORG102,357,391
MORG103,353,688
MORG104,387,755
MORG105,401,669
MORG106,377,674
MORG107,421,797
MORG108,285,533
MVIE101,191,224
MVIE102,231,251
MVIE801 0,0,0
MVIE802 0,4,3
NCYN101,221,227
NICH801,3,3
NRIC101,286,275
NRTV801,2,5
NRTV802,3,7
OKLY101,217,361
OKLY102,263,388
OKLY103,256,447
OKLY104,429,533
OKLY105,249,391
OKLY106,321,478
OKLY107,153,257
OKLY108,192,321
OKLY109,171,298
OKLY110,278,386
OKLY111,188,306
OKLY112,176,307
OKLY113,423,546
OKLY114,269,493
OKLY115,283,334
OKLY116,315,490
OKLY117,214,299
OKLY118,133,229
OKLY119,143,265
OKLY801,0,3
OLEU801,0,8
OLEU802,7,9
ORDA101,521,760
ORDA102,207,372
ORDA103,321,510
ORDA104,165,330
ORDA105,349,616
ORDA106,400,679
ORDA107,378,718
ORDA108,371,703
ORDA109,220,503
ORDA110,124,259
ORDA111,482,625
ORDA112,263,570
ORDA113,122,232
ORDA801,2,1
PACH101,394,534
PACH102,204,309
PACH801,0,3
PACH802,43,48
PACH803,0,2
PINL102,261,330
PINL103,318,327
PINL104,246,267
PINL105,322,399
PINL106,232,332
PINL107,242,265
PINL108,348,405
PINL109,219,270
PINL110,355,481
PINL111,353,421
PINL112,359,478
PINL801,8,9
PINL802,89,82
PINL803,27,30
PLHL101,333,369
PLHL102,271,301
PLHL103,272,321
PLHL104,436,697
PLHL105,255,427
PLHL106,365,583
PLHL107,359,548
PLHL108,441,527
PLHL109,381,475
PLHL110,315,493
PLHL111,331,518
PLHL112,268,365
PLHL113,364,495
PLHL114,398,577
PLHL115,448,489
PLHL116,318,373
PLHL117,326,415
PLHL118,320,352
PLHL119,357,345
PRCO801,65,54
PTTS101,338,365
PTTS102,278,263
PTTS103,250,271
PTTS104,304,326
PTTS105,138,146
PTTS106,257,321
PTTS107,286,397
PTTS108,301,320
PTTS109,238,266
PTTS110,231,301
PTTS111,234,322
PTTS112,228,278
PTTS113,205,253
PTTS114,234,396
PTTS115,250,430
PTTS116,174,290
PTTS117,193,242
PTTS118,210,323
PTTS119,180,287
PTTS120,168,255
PTTS121,188,220
PTTS122,148,254
PTTS123,141,179
PTTS124,149,201
PTTS125,246,323
PTTS126,210,271
PTTS127,185,204
PTTS128,260,342
PTTS129,374,410
PTTS130,184,266
PTTS131,218,300
PTTS132,332,363
PTTS133,183,276
PTTS134,208,260
PTTS135,193,222
PTTS801,2,2
PTTS802,0,0
RICH101,463,361
RICH102,291,221
RICH103,298,389
RICH104,550,401
RICH105,618,464
RICH106,444,342
RICH107,99,91
RICH108,413,309
RICH109,165,196
RICH110,286,195
RICH111,190,166
RICH112,248,263
RICH113,319,367
RICH114,265,334
RICH115,255,279
RICH116,132,150
RICH117,255,224
RICH118,328,229
RICH119,214,207
RICH120,183,174
RICH121,109,85
RICH122,444,427
RICH123,492,407
RICH124,273,257
RICH125,322,255
RICH126,274,257
RICH127,238,264
RICH128,321,307
RICH129,190,226
RICH130,195,266
RICH131,240,244
RICH132,325,271
RICH133,277,254
RICH134,184,224
RICH135,262,208
RICH136,195,209
RICH137,258,348
RICH138,195,259
RICH139,453,492
RICH140,190,203
RICH141,308,294
RICH142,465,526
RICH143,476,440
RICH144,383,413
RICH145,562,403
RICH146,85,109
RICH147,166,250
RICH148,60,70
RICH149,127,161
RICH150,146,181
RICH151,201,213
RICH152,167,210
RICH153,168,174
RICH154,267,227
RICH155,234,252
RICH156,189,229
RICH801,10,14
RICH802,17,19
RICH803,75,87
RICH804,59,72
RICH805,45,38
RICH806,61,65
RICH807,0,0
RODO101,281,328
RODO102,315,406
RODO103,340,474
RODO104,272,380
ROLL101,313,337
SARA101,192,288
SARA102,442,438
SARA103,389,481
SARA105,209,310
SARA106,273,377
SARA801,1,1
SARA802,76,88
SHEL101,65,103
SHEL102,165,198
SPAB101,392,458
SPAB102,167,192
SPAB103,206,232
SPAB104,246,293
SPAB105,228,175
SPAB106,401,390
SPAB107,287,330
SPAB108,237,270
SPAB109,214,233
SPAB110,301,303
SRAM101,249,390
SRAM102,369,444
SRAM103,260,522
SRAM104,283,489
SRAM105,258,326
SRAM106,309,491
SRAM107,321,467
SRAM108,365,442
SRAM109,308,456
SRAM110,280,452
SRAM111,409,599
SRAM112,340,522
SRAM113,297,439
SRAM114,228,334
SRAM115,335,547
SRAM116,262,443
SRAM117,443,595
SRAM118,245,349
SRAM119,249,295
SRAM120,300,493
SRAM121,140,265
SRAM122,343,320
SRAM123,422,399
SRAM124,225,198
SRAM125,225,424
SRAM126,271,357
SRAM127,167,130
SRAM128,408,478
SRAM129,155,363
SRAM130,227,343
SRAM131,287,217
SRAM132,294,368
SRAM133,406,382
SRAM134,293,273
SRAM135,270,214
SRAM136,181,320
SRAM137,401,311
SRAM138,246,263
SRAM139,241,227
SRAM140,275,237
SRAM141,253,347
SRAM142,277,198
SRAM801,0,0
STMY801,49,77
TASJ101,63,167
TASJ801,0,1
TASJ802,45,82
TASJ803,11,28
TASJ804,51,35
TESO801,0,0
VIER801,3,8
VINE101,314,406
VINE102,175,218
VINE801,49,57
VINE802,30,57
VINE803 0,8,14
WALD101,296,365
WALD102,541,575
WALD103,302,296
WALD801,45,40
WLCR101,457,767
WLCR102,413,527
WLCR103,567,866
WLCR104,119,209
WLCR105,317,531
WLCR106,556,611
WLCR107,146,188
WLCR108,208,254
WLCR109,118,261
WLCR110,369,473
WLCR111,378,512
WLCR112,308,416
WLCR113,361,474
WLCR114,137,176
WLCR115,170,370
WLCR116,207,283
WLCR117,404,660
WLCR118,150,251
WLCR119,377,521
WLCR120,446,555
WLCR121,443,540
WLCR122,250,358
WLCR123,378,364
WLCR124,265,262
WLCR125,362,499
WLCR126,482,474
WLCR127,329,522
WLCR129,432,580
WLCR130,212,396
WLCR131,302,373
WLCR132,274,502
WLCR133,367,484
WLCR134,235,544
WLCR135,464,507
WLCR136,147,235
WLCR137,449,605
WLCR138,270,545
WLCR139,272,538
WLCR140,296,570
WLCR141,335,559
WLCR142,422,535
WLCR143,329,415
WLCR144,375,363
WLCR801,79,121
WLCR802,0,2
WLCR803,29,28
WLCR804,84,111
WLCR805,0,0
WLKN101,341,545
WLKN102,253,371
WLKN103,216,309
WLKN801,62,90
CALD801,4,5
CONC135,267,472
