Precinct,Yes,No
CONC128,402,174
CONC129,298,115
CONC130,187,79
CONC131,244,119
CONC132,258,85
CONC133,289,172
CONC134,313,154
CONC136,506,226
CONC137,221,138
CONC138,331,131
CONC139,270,149
CONC140,265,98
CONC141,252,130
CONC142,279,118
CONC143,476,138
CONC144,486,147
CONC145,296,146
CONC146,267,151
CONC147,327,162
CONC148,442,203
CONC149,318,148
CONC150,347,176
CONC151,170,70
CONC152,309,156
CONC153,329,110
CONC154,232,94
CONC155,255,102
CONC156,319,140
CONC157,265,138
CONC158,295,176
CONC159,382,161
CONC160,263,110
CONC161,346,125
CONC163,250,125
CONC164,369,143
CONC165,237,116
CONC801,14,2
CONC802,4,2
CONC803,0,0
CONC804,12,4
CROC101,420,289
CROC102,228,137
CROC801,0,0
DANV101,249,95
DANV102,198,46
DANV103,347,123
DANV104,441,163
DANV105,462,160
DANV106,385,161
DANV107,509,148
DANV108,488,143
DANV109,280,83
DANV110,184,61
DANV111,246,80
DANV112,425,145
DANV113,297,96
DANV114,437,122
DANV115,318,124
DANV116,245,81
DANV117,365,136
DANV118,368,128
DANV119,595,170
DANV120,416,167
DANV121,277,88
DANV122,339,99
DANV123,306,121
DANV124,250,79
DANV125,157,64
DANV126,529,193
DANV127,309,103
DANV128,258,84
DANV129,452,139
DANV130,350,88
DBAY101,535,253
DBAY102,414,229
DBAY103,228,85
DBAY104,419,196
DBAY105,157,81
DBAY106,523,232
DBAY107,382,146
DBAY801,63,28
DIAB101,285,86
ELCR101,426,255
ELCR102,447,222
ELCR103,242,193
ELCR104,479,255
ELCR105,350,162
ELCR106,257,143
ELCR107,265,160
ELCR108,322,174
ELCR109,422,211
ELCR110,394,216
ELCR111,320,207
ELCR112,261,181
ELCR113,452,260
ELCR114,276,149
ELCR115,211,147
ELSO101,316,192
ELSO102,365,210
ELSO103,238,136
ELSO104,286,160
ELSO105,403,226
ELSO106,303,180
ELSO107,141,108
ELSO801,0,0
ELSO802,56,37
ELSO803,5,5
ERIC101,364,249
ERIC102,400,281
ERIC103,159,96
ERIC801,10,13
FAIR801,1,0
GIAN101,264,147
GIAN102,212,107
GIAN103,315,189
GIAN104,368,192
GIAN105,228,142
HERC101,434,253
HERC102,446,280
HERC103,249,127
HERC104,328,166
HERC105,237,108
HERC106,312,163
HERC107,347,184
HERC108,293,161
HERC109,369,185
HERC110,302,137
HERC111,327,134
HERC113,415,197
HERC114,297,155
KENS101,275,121
KENS102,312,152
KENS103,474,209
KENS104,410,158
KENS801,0,0
KENS802,0,0
KNGT101,238,145
KNGT801,16,9
KNGT802,0,1
KNGT803,34,18
KNGT804,33,13
LAST801,14,6
LFET101,445,127
LFET102,311,121
LFET103,346,85
LFET104,351,144
LFET105,356,105
LFET106,298,137
LFET107,470,179
LFET108,484,185
LFET109,522,188
LFET110,295,114
LFET111,379,107
LFET112,171,46
LFET113,348,144
LFET114,360,91
LFET115,302,107
LFET116,463,135
LFET117,496,173
MARC801,84,33
MARC802,4,7
MARC803,9,5
MART101,193,111
MART103,132,79
MART104,381,163
MART106,159,87
MART107,386,152
MART108,364,149
MART109,352,121
MART110,219,106
MART111,484,218
MART112,328,107
MART114,226,99
MART115,273,128
MART116,175,77
MART117,199,70
MART118,292,121
MART120,380,144
MART125,258,130
MART126 0,175,71
MART801,0,1
MART802,75,30
MART803,22,9
MART804,69,18
MART805,45,31
MART806 0,45,25
MART807 0,25,20
MART808 0,45,33
MART809 0,4,3
MART810 0,39,11
MART811 0,51,32
MART812 0,12,7
MART813 0,53,32
MART814 0,1,3
MART815 0,41,30
MART816 0,15,8
MART817 0,16,15
MART818 0,80,33
MART819 0,6,13
MART820 0,43,21
MART821 0,63,32
MART822 0,62,37
MART823 0,12,7
MART824 0,3,9
MART825 0,8,5
MART826 0,62,27
MART827 0,0,0
MART828 0,12,4
MART829 0,3,0
MART830 0,47,57
MART831 0,95,60
MART832 0,85,60
MART833 0,98,46
MART834 0,122,79
MART835 0,115,50
MART836 0,98,46
MART837 0,58,32
MART838 0,39,14
MART839 0,96,58
MART840 0,96,39
MART841 0,128,42
MART842 0,103,65
MART843 0,115,32
MART844 0,105,41
MART845 0,4,5
MART846 0,168,67
MART847 0,160,46
MART848 0,60,26
MART849 0,81,41
MART850 0,179,51
MDIA101,183,45
MDIA801,3,1
MDIA802,3,1
MORG101,584,219
MORG102,322,160
MORG103,496,139
MORG104,528,221
MORG105,499,173
MORG106,519,153
MORG107,592,162
MORG108,353,109
MVIE101,193,111
MVIE102,195,138
MVIE801 0,0,0
MVIE802 0,5,0
NCYN101,235,91
NICH801,2,1
NRIC101,275,175
NRTV801,3,2
NRTV802,7,2
OKLY101,312,131
OKLY102,308,167
OKLY103,316,183
OKLY104,475,255
OKLY105,305,175
OKLY106,346,226
OKLY107,221,98
OKLY108,247,135
OKLY109,230,139
OKLY110,303,180
OKLY111,234,122
OKLY112,224,124
OKLY113,453,240
OKLY114,361,185
OKLY115,291,169
OKLY116,407,201
OKLY117,248,136
OKLY118,180,93
OKLY119,179,104
OKLY801,2,1
OLEU801,0,1
OLEU802,7,4
ORDA101,556,220
ORDA102,277,97
ORDA103,416,121
ORDA104,207,70
ORDA105,434,160
ORDA106,509,152
ORDA107,483,185
ORDA108,520,132
ORDA109,339,80
ORDA110,190,39
ORDA111,522,189
ORDA112,395,120
ORDA113,162,45
ORDA801,1,2
PACH101,422,218
PACH102,237,142
PACH801,3,0
PACH802,43,16
PACH803,1,1
PINL102,307,125
PINL103,285,187
PINL104,222,119
PINL105,328,197
PINL106,285,134
PINL107,226,139
PINL108,339,202
PINL109,241,92
PINL110,392,182
PINL111,375,184
PINL112,393,197
PINL801,8,4
PINL802,73,43
PINL803,24,8
PLHL101,343,151
PLHL102,234,142
PLHL103,282,129
PLHL104,540,201
PLHL105,329,132
PLHL106,412,161
PLHL107,404,153
PLHL108,440,195
PLHL109,404,157
PLHL110,388,173
PLHL111,366,165
PLHL112,273,101
PLHL113,353,186
PLHL114,441,193
PLHL115,458,179
PLHL116,302,142
PLHL117,331,209
PLHL118,310,156
PLHL119,303,210
PRCO801,32,43
PTTS101,352,193
PTTS102,286,128
PTTS103,262,123
PTTS104,307,151
PTTS105,164,62
PTTS106,278,143
PTTS107,325,188
PTTS108,278,188
PTTS109,258,144
PTTS110,246,165
PTTS111,275,143
PTTS112,248,132
PTTS113,228,127
PTTS114,307,173
PTTS115,343,166
PTTS116,224,121
PTTS117,214,88
PTTS118,258,142
PTTS119,235,109
PTTS120,196,115
PTTS121,186,121
PTTS122,198,124
PTTS123,168,99
PTTS124,147,119
PTTS125,303,162
PTTS126,233,136
PTTS127,193,105
PTTS128,309,179
PTTS129,398,196
PTTS130,228,131
PTTS131,260,148
PTTS132,373,165
PTTS133,224,108
PTTS134,233,125
PTTS135,197,103
PTTS801,1,1
PTTS802,0,0
RICH101,330,182
RICH102,208,127
RICH103,342,97
RICH104,401,216
RICH105,497,229
RICH106,318,231
RICH107,85,53
RICH108,279,197
RICH109,171,112
RICH110,204,134
RICH111,169,97
RICH112,237,138
RICH113,294,218
RICH114,292,180
RICH115,252,161
RICH116,147,81
RICH117,221,152
RICH118,242,158
RICH119,202,137
RICH120,152,133
RICH121,89,60
RICH122,353,252
RICH123,358,274
RICH124,197,142
RICH125,265,168
RICH126,239,142
RICH127,231,156
RICH128,292,179
RICH129,211,126
RICH130,230,129
RICH131,243,149
RICH132,307,122
RICH133,266,121
RICH134,208,100
RICH135,223,133
RICH136,206,123
RICH137,304,153
RICH138,227,80
RICH139,427,257
RICH140,170,104
RICH141,283,126
RICH142,438,220
RICH143,415,270
RICH144,341,212
RICH145,374,264
RICH146,76,74
RICH147,206,108
RICH148,61,38
RICH149,135,97
RICH150,166,100
RICH151,194,104
RICH152,189,106
RICH153,183,88
RICH154,224,149
RICH155,250,129
RICH156,161,103
RICH801,9,12
RICH802,14,10
RICH803,78,41
RICH804,61,32
RICH805,25,32
RICH806,61,34
RICH807,0,0
RODO101,311,159
RODO102,346,172
RODO103,389,216
RODO104,276,187
ROLL101,319,175
SARA101,238,83
SARA102,393,188
SARA103,384,165
SARA105,238,99
SARA106,334,129
SARA801,2,0
SARA802,76,19
SHEL101,78,30
SHEL102,175,56
SPAB101,413,292
SPAB102,174,124
SPAB103,215,129
SPAB104,277,149
SPAB105,188,88
SPAB106,404,195
SPAB107,332,164
SPAB108,264,148
SPAB109,238,127
SPAB110,317,175
SRAM101,318,114
SRAM102,376,168
SRAM103,388,123
SRAM104,379,120
SRAM105,278,119
SRAM106,411,137
SRAM107,382,140
SRAM108,440,135
SRAM109,386,145
SRAM110,350,151
SRAM111,516,171
SRAM112,400,149
SRAM113,346,108
SRAM114,288,106
SRAM115,421,167
SRAM116,348,154
SRAM117,470,160
SRAM118,301,99
SRAM119,291,83
SRAM120,397,156
SRAM121,218,54
SRAM122,355,109
SRAM123,449,161
SRAM124,219,93
SRAM125,327,111
SRAM126,303,128
SRAM127,184,49
SRAM128,474,176
SRAM129,239,77
SRAM130,303,101
SRAM131,300,87
SRAM132,317,114
SRAM133,379,135
SRAM134,303,106
SRAM135,274,84
SRAM136,269,87
SRAM137,427,107
SRAM138,263,99
SRAM139,261,74
SRAM140,284,107
SRAM141,276,132
SRAM142,237,113
SRAM801,0,0
STMY801,48,18
TASJ101,135,31
TASJ801,1,0
TASJ802,60,21
TASJ803,13,11
TASJ804,53,13
TESO801,0,0
VIER801,4,3
VINE101,359,186
VINE102,195,110
VINE801,42,35
VINE802,32,24
VINE803 0,7,5
WALD101,327,123
WALD102,546,248
WALD103,305,125
WALD801,48,15
WLCR101,630,129
WLCR102,426,171
WLCR103,736,157
WLCR104,164,33
WLCR105,420,140
WLCR106,530,203
WLCR107,139,70
WLCR108,229,64
WLCR109,180,71
WLCR110,403,155
WLCR111,426,170
WLCR112,327,134
WLCR113,424,134
WLCR114,137,59
WLCR115,239,81
WLCR116,241,91
WLCR117,500,188
WLCR118,204,65
WLCR119,427,173
WLCR120,514,147
WLCR121,479,127
WLCR122,264,111
WLCR123,340,190
WLCR124,220,138
WLCR125,407,161
WLCR126,413,179
WLCR127,436,107
WLCR129,504,125
WLCR130,296,88
WLCR131,307,124
WLCR132,386,120
WLCR133,385,181
WLCR134,378,121
WLCR135,443,197
WLCR136,165,73
WLCR137,456,180
WLCR138,394,140
WLCR139,370,144
WLCR140,441,117
WLCR141,414,140
WLCR142,446,181
WLCR143,352,143
WLCR144,319,168
WLCR801,100,39
WLCR802,2,0
WLCR803,25,15
WLCR804,92,42
WLCR805,0,0
WLKN101,406,159
WLKN102,296,89
WLKN103,243,102
WLKN801,54,37
CALD801,3,2
CONC135,329,139
