Precinct,Yes,No
PINL102,428,153
PINL103,493,134
PINL104,356,144
PINL105,524,194
PINL106,420,140
PINL107,362,138
PINL108,525,206
PINL109,381,99
PINL110,628,203
PINL111,558,214
PINL112,562,274
PINL801,7,8
PINL802,120,45
PINL803,40,11
