Precinct,Yes,No
DBAY107,534,233
DBAY801,88,48
DIAB101,443,175
ELCR101,431,619
ELCR102,466,569
ELCR103,290,355
ELCR104,474,599
ELCR105,341,453
ELCR106,268,334
ELCR107,288,342
ELCR108,332,431
ELCR109,381,580
ELCR110,363,584
ELCR111,277,473
ELCR112,281,380
ELCR113,394,713
ELCR114,237,378
ELCR115,229,300
ELSO101,398,319
ELSO102,388,396
ELSO103,280,243
ELSO104,346,320
ELSO105,474,376
ELSO106,363,308
ELSO107,183,152
ELSO801,0,2
ELSO802,80,63
ELSO803,6,8
ERIC101,411,531
ERIC102,397,563
ERIC103,163,201
ERIC801,23,18
FAIR801,1,0
GIAN101,244,249
GIAN102,203,203
GIAN103,363,286
GIAN104,453,303
GIAN105,247,212
HERC101,540,397
HERC102,547,445
HERC103,243,236
HERC104,394,285
HERC105,286,197
HERC106,415,236
HERC107,419,327
HERC108,342,263
HERC109,407,347
HERC110,321,245
HERC111,371,229
HERC113,490,333
HERC114,347,238
KENS101,238,329
KENS102,332,383
KENS103,419,632
KENS104,371,501
KENS801,1,0
KENS802,0,1
KNGT101,351,247
KNGT801,18,15
KNGT802,1,5
KNGT803,34,36
KNGT804,31,36
LAST801,30,16
LFET101,585,353
LFET102,472,270
LFET103,395,300
LFET104,451,341
LFET105,421,277
LFET106,387,271
LFET107,557,431
LFET108,537,497
LFET109,631,457
LFET110,349,248
LFET111,464,272
LFET112,212,120
LFET113,437,330
LFET114,461,257
LFET115,425,246
LFET116,596,366
LFET117,625,440
MARC801,95,64
MARC802,11,8
MARC803,14,7
MART101,243,200
MART103,179,131
MART104,432,353
MART106,185,178
MART107,414,311
MART108,437,326
MART109,394,295
MART110,267,206
MART111,599,421
MART112,340,262
MART114,265,186
MART115,339,256
MART116,224,145
MART117,236,219
MART118,324,287
MART120,439,338
MART125,284,211
MART126 0,184,167
MART801,1,0
MART802,100,57
MART803,34,17
MART804,82,55
MART805,60,55
MART806 0,49,40
MART807 0,29,28
MART808 0,58,74
MART809 0,5,2
MART810 0,40,42
MART811 0,51,53
MART812 0,10,15
MART813 0,55,56
MART814 0,3,3
MART815 0,47,44
MART816 0,15,16
MART817 0,21,11
MART818 0,79,65
MART819 0,15,12
MART820 0,40,42
MART821 0,86,50
MART822 0,91,63
MART823 0,15,7
MART824 0,9,11
MART825 0,14,6
MART826 0,84,52
MART827 0,0,0
MART828 0,20,7
MART829 0,4,0
MART830 0,78,73
MART831 0,127,103
MART832 0,125,108
MART833 0,115,79
MART834 0,183,114
MART835 0,138,82
MART836 0,136,88
MART837 0,64,55
MART838 0,40,31
MART839 0,134,88
MART840 0,112,82
MART841 0,164,87
MART842 0,137,103
MART843 0,126,79
MART844 0,143,101
MART845 0,3,7
MART846 0,204,140
MART847 0,186,119
MART848 0,78,57
MART849 0,116,86
MART850 0,205,121
MDIA101,242,86
MDIA801,4,2
MDIA802,3,1
MORG101,726,478
MORG102,399,340
MORG103,652,374
MORG104,708,415
MORG105,586,461
MORG106,594,434
MORG107,726,479
MORG108,472,333
MVIE101,214,193
MVIE102,217,257
MVIE801 0,0,0
MVIE802 0,4,2
NCYN101,296,137
NICH801,3,2
NRIC101,270,275
NRTV801,1,5
NRTV802,3,7
OKLY101,333,238
OKLY102,365,280
OKLY103,382,306
OKLY104,520,434
OKLY105,376,250
OKLY106,434,345
OKLY107,206,199
OKLY108,268,218
OKLY109,262,196
OKLY110,341,306
OKLY111,267,216
OKLY112,275,202
OKLY113,539,426
OKLY114,418,345
OKLY115,329,285
OKLY116,473,316
OKLY117,273,234
OKLY118,189,162
OKLY119,209,191
OKLY801,2,1
OLEU801,3,4
OLEU802,9,3
ORDA101,696,555
ORDA102,331,234
ORDA103,501,309
ORDA104,258,223
ORDA105,535,427
ORDA106,566,496
ORDA107,609,459
ORDA108,634,424
ORDA109,446,267
ORDA110,226,144
ORDA111,561,542
ORDA112,491,321
ORDA113,172,176
ORDA801,2,1
PACH101,493,406
PACH102,299,197
PACH801,3,0
PACH802,48,36
PACH803,2,0
PINL102,336,244
PINL103,332,297
PINL104,275,226
PINL105,382,331
PINL106,342,214
PINL107,267,231
PINL108,416,319
PINL109,293,177
PINL110,486,332
PINL111,404,351
PINL112,462,350
PINL801,9,8
PINL802,113,55
PINL803,31,26
PLHL101,358,320
PLHL102,315,241
PLHL103,317,265
PLHL104,667,454
PLHL105,432,230
PLHL106,538,391
PLHL107,510,380
PLHL108,544,404
PLHL109,455,379
PLHL110,449,343
PLHL111,503,338
PLHL112,351,273
PLHL113,443,390
PLHL114,503,460
PLHL115,528,397
PLHL116,389,278
PLHL117,383,341
PLHL118,363,295
PLHL119,375,309
PRCO801,60,58
PTTS101,380,298
PTTS102,324,202
PTTS103,306,195
PTTS104,344,266
PTTS105,160,120
PTTS106,329,235
PTTS107,363,302
PTTS108,309,292
PTTS109,270,224
PTTS110,278,232
PTTS111,307,237
PTTS112,271,226
PTTS113,254,188
PTTS114,363,250
PTTS115,384,257
PTTS116,267,174
PTTS117,247,179
PTTS118,289,234
PTTS119,250,204
PTTS120,237,173
PTTS121,226,167
PTTS122,229,161
PTTS123,174,143
PTTS124,215,130
PTTS125,314,241
PTTS126,240,219
PTTS127,202,182
PTTS128,328,270
PTTS129,449,319
PTTS130,239,205
PTTS131,253,238
PTTS132,387,298
PTTS133,267,185
PTTS134,234,229
PTTS135,239,164
PTTS801,2,2
PTTS802,0,0
RICH101,366,449
RICH102,219,287
RICH103,372,308
RICH104,456,489
RICH105,507,565
RICH106,373,393
RICH107,100,87
RICH108,297,421
RICH109,203,152
RICH110,190,286
RICH111,173,176
RICH112,234,270
RICH113,318,356
RICH114,302,286
RICH115,287,238
RICH116,145,137
RICH117,231,230
RICH118,232,317
RICH119,214,195
RICH120,155,191
RICH121,89,97
RICH122,413,444
RICH123,384,492
RICH124,226,287
RICH125,251,314
RICH126,236,279
RICH127,231,254
RICH128,269,332
RICH129,200,208
RICH130,233,207
RICH131,244,231
RICH132,336,255
RICH133,250,275
RICH134,209,193
RICH135,241,220
RICH136,209,192
RICH137,312,280
RICH138,234,213
RICH139,476,457
RICH140,230,151
RICH141,340,252
RICH142,519,469
RICH143,402,507
RICH144,330,442
RICH145,357,585
RICH146,87,99
RICH147,221,182
RICH148,65,59
RICH149,140,141
RICH150,161,157
RICH151,209,194
RICH152,174,199
RICH153,174,169
RICH154,233,252
RICH155,249,221
RICH156,209,203
RICH801,15,8
RICH802,20,16
RICH803,72,90
RICH804,77,53
RICH805,34,47
RICH806,65,60
RICH807,0,0
RODO101,343,249
RODO102,397,300
RODO103,415,360
RODO104,330,294
ROLL101,346,289
SARA101,255,219
SARA102,454,410
SARA103,487,371
SARA105,305,207
SARA106,356,283
SARA801,2,0
SARA802,98,66
SHEL101,102,54
SHEL102,198,163
SPAB101,409,418
SPAB102,181,169
SPAB103,219,206
SPAB104,311,224
SPAB105,207,185
SPAB106,418,355
SPAB107,324,278
SPAB108,249,241
SPAB109,225,208
SPAB110,297,290
SRAM101,381,250
SRAM102,465,339
SRAM103,463,309
SRAM104,447,305
SRAM105,322,254
SRAM106,498,267
SRAM107,493,275
SRAM108,506,278
SRAM109,475,273
SRAM110,472,251
SRAM111,651,333
SRAM112,508,336
SRAM113,427,285
SRAM114,318,234
SRAM115,517,357
SRAM116,418,276
SRAM117,656,366
SRAM118,409,174
SRAM119,383,153
SRAM120,498,283
SRAM121,260,139
SRAM122,476,178
SRAM123,520,280
SRAM124,230,177
SRAM125,404,237
SRAM126,366,241
SRAM127,194,89
SRAM128,547,326
SRAM129,344,170
SRAM130,344,226
SRAM131,328,172
SRAM132,395,254
SRAM133,493,278
SRAM134,357,209
SRAM135,290,185
SRAM136,317,175
SRAM137,486,214
SRAM138,336,163
SRAM139,308,161
SRAM140,338,164
SRAM141,375,224
SRAM142,298,168
SRAM801,0,0
STMY801,90,38
TASJ101,144,80
TASJ801,1,0
TASJ802,85,40
TASJ803,26,10
TASJ804,62,24
TESO801,0,0
VIER801,4,6
VINE101,376,326
VINE102,234,152
VINE801,64,39
VINE802,46,36
VINE803 0,12,9
WALD101,363,289
WALD102,648,436
WALD103,313,272
WALD801,44,35
WLCR101,833,348
WLCR102,559,364
WLCR103,946,460
WLCR104,203,104
WLCR105,491,335
WLCR106,637,503
WLCR107,181,143
WLCR108,271,187
WLCR109,219,146
WLCR110,506,319
WLCR111,526,351
WLCR112,374,323
WLCR113,461,361
WLCR114,174,136
WLCR115,308,215
WLCR116,312,172
WLCR117,654,384
WLCR118,238,161
WLCR119,540,342
WLCR120,599,382
WLCR121,594,369
WLCR122,350,251
WLCR123,394,335
WLCR124,276,243
WLCR125,511,332
WLCR126,537,393
WLCR127,511,298
WLCR129,631,358
WLCR130,359,240
WLCR131,377,287
WLCR132,481,274
WLCR133,453,382
WLCR134,483,297
WLCR135,525,432
WLCR136,205,168
WLCR137,604,434
WLCR138,516,276
WLCR139,509,279
WLCR140,552,285
WLCR141,563,344
WLCR142,561,385
WLCR143,439,294
WLCR144,430,297
WLCR801,116,78
WLCR802,2,0
WLCR803,29,28
WLCR804,112,78
WLCR805,0,0
WLKN101,566,296
WLKN102,326,292
WLKN103,287,222
WLKN801,84,56
CALD801,2,7
CONC135,447,277
