Precinct,Yes,No
CONC157,234,336
CONC158,276,378
CONC159,330,457
CONC160,184,406
CONC161,212,475
CONC163,227,260
CONC164,221,533
CONC165,260,193
CONC801,13,19
CONC802,3,3
CONC803,0,0
CONC804,3,17
CROC101,511,526
CROC102,261,245
CROC801,0,1
DANV101,104,472
DANV102,90,339
DANV103,210,483
DANV104,266,715
DANV105,266,695
DANV106,249,644
DANV107,284,716
DANV108,270,721
DANV109,147,435
DANV110,125,248
DANV111,172,325
DANV112,272,590
DANV113,163,445
DANV114,209,662
DANV115,144,515
DANV116,154,315
DANV117,269,497
DANV118,205,546
DANV119,308,862
DANV120,292,635
DANV121,128,399
DANV122,162,503
DANV123,204,479
DANV124,141,342
DANV125,88,277
DANV126,349,708
DANV127,220,410
DANV128,121,406
DANV129,242,694
DANV130,151,452
DBAY101,365,715
DBAY102,261,657
DBAY103,99,404
DBAY104,207,729
DBAY105,98,225
DBAY106,221,912
DBAY107,186,583
DBAY801,18,120
DIAB101,123,495
ELCR101,542,519
ELCR102,494,563
ELCR103,449,203
ELCR104,555,543
ELCR105,336,465
ELCR106,360,249
ELCR107,333,310
ELCR108,357,415
ELCR109,492,484
ELCR110,546,420
ELCR111,495,270
ELCR112,479,192
ELCR113,659,473
ELCR114,348,270
ELCR115,396,150
ELSO101,381,355
ELSO102,446,347
ELSO103,232,298
ELSO104,326,353
ELSO105,379,475
ELSO106,385,292
ELSO107,180,160
ELSO801,2,0
ELSO802,56,87
ELSO803,4,10
ERIC101,528,423
ERIC102,569,419
ERIC103,226,141
ERIC801,21,19
FAIR801,1,0
GIAN101,249,252
GIAN102,205,203
GIAN103,278,382
GIAN104,348,424
GIAN105,242,224
HERC101,416,526
HERC102,504,485
HERC103,239,244
HERC104,294,392
HERC105,178,309
HERC106,272,389
HERC107,361,395
HERC108,246,367
HERC109,388,369
HERC110,248,319
HERC111,242,365
HERC113,352,482
HERC114,278,311
KENS101,269,316
KENS102,344,380
KENS103,617,465
KENS104,459,437
KENS801,1,0
KENS802,1,0
KNGT101,107,483
KNGT801,11,22
KNGT802,0,8
KNGT803,16,51
KNGT804,20,47
LAST801,8,39
LFET101,219,744
LFET102,200,558
LFET103,217,486
LFET104,283,518
LFET105,203,509
LFET106,233,434
LFET107,334,656
LFET108,511,528
LFET109,455,658
LFET110,231,378
LFET111,247,500
LFET112,81,253
LFET113,236,542
LFET114,225,503
LFET115,211,460
LFET116,259,724
LFET117,332,740
MARC801,40,119
MARC802,5,13
MARC803,6,14
MART101,222,232
MART103,151,159
MART104,374,416
MART106,183,181
MART107,292,439
MART108,257,507
MART109,271,416
MART110,188,292
MART111,339,685
MART112,228,380
MART114,174,273
MART115,217,392
MART116,154,219
MART117,141,318
MART118,197,410
MART120,318,467
MART125,281,223
MART126 0,117,236
MART801,1,0
MART802,32,134
MART803,14,37
MART804,55,85
MART805,41,74
MART806 0,48,43
MART807 0,35,25
MART808 0,60,71
MART809 0,6,1
MART810 0,38,48
MART811 0,60,47
MART812 0,13,12
MART813 0,65,49
MART814 0,5,1
MART815 0,29,62
MART816 0,13,17
MART817 0,17,17
MART818 0,69,80
MART819 0,9,19
MART820 0,54,31
MART821 0,49,90
MART822 0,69,90
MART823 0,12,10
MART824 0,10,10
MART825 0,9,11
MART826 0,31,105
MART827 0,0,0
MART828 0,2,25
MART829 0,0,4
MART830 0,90,62
MART831 0,112,115
MART832 0,100,134
MART833 0,101,96
MART834 0,118,177
MART835 0,129,97
MART836 0,89,136
MART837 0,77,43
MART838 0,38,33
MART839 0,75,152
MART840 0,81,115
MART841 0,122,128
MART842 0,86,151
MART843 0,53,152
MART844 0,88,158
MART845 0,1,9
MART846 0,135,206
MART847 0,118,192
MART848 0,61,72
MART849 0,72,130
MART850 0,122,207
MDIA101,69,262
MDIA801,1,5
MDIA802,2,2
MORG101,397,814
MORG102,356,395
MORG103,320,704
MORG104,311,828
MORG105,354,712
MORG106,320,728
MORG107,315,906
MORG108,226,595
MVIE101,187,225
MVIE102,218,264
MVIE801 0,0,0
MVIE802 0,4,3
NCYN101,143,297
NICH801,5,0
NRIC101,296,260
NRTV801,3,4
NRTV802,1,9
OKLY101,201,371
OKLY102,220,416
OKLY103,252,445
OKLY104,404,546
OKLY105,251,376
OKLY106,222,558
OKLY107,173,233
OKLY108,186,310
OKLY109,172,288
OKLY110,231,416
OKLY111,170,323
OKLY112,163,315
OKLY113,370,598
OKLY114,247,519
OKLY115,212,403
OKLY116,286,508
OKLY117,195,310
OKLY118,141,210
OKLY119,141,262
OKLY801,1,2
OLEU801,1,7
OLEU802,6,8
ORDA101,365,903
ORDA102,182,391
ORDA103,226,599
ORDA104,131,361
ORDA105,264,706
ORDA106,363,719
ORDA107,319,766
ORDA108,238,832
ORDA109,160,554
ORDA110,98,279
ORDA111,377,731
ORDA112,202,622
ORDA113,106,250
ORDA801,0,3
PACH101,362,548
PACH102,231,273
PACH801,0,3
PACH802,30,61
PACH803,0,2
PINL102,257,325
PINL103,339,297
PINL104,239,271
PINL105,366,354
PINL106,246,312
PINL107,216,288
PINL108,345,398
PINL109,213,259
PINL110,338,492
PINL111,302,472
PINL112,291,522
PINL801,2,15
PINL802,72,96
PINL803,27,31
PLHL101,343,345
PLHL102,292,269
PLHL103,227,358
PLHL104,424,695
PLHL105,241,431
PLHL106,343,596
PLHL107,320,577
PLHL108,380,568
PLHL109,364,469
PLHL110,259,536
PLHL111,317,525
PLHL112,219,398
PLHL113,342,503
PLHL114,339,638
PLHL115,452,481
PLHL116,297,381
PLHL117,392,340
PLHL118,325,345
PLHL119,353,337
PRCO801,63,54
PTTS101,333,355
PTTS102,231,296
PTTS103,214,294
PTTS104,297,315
PTTS105,128,153
PTTS106,256,308
PTTS107,313,358
PTTS108,366,246
PTTS109,279,221
PTTS110,266,249
PTTS111,262,282
PTTS112,211,286
PTTS113,209,239
PTTS114,264,356
PTTS115,272,382
PTTS116,210,244
PTTS117,160,268
PTTS118,214,309
PTTS119,206,250
PTTS120,180,236
PTTS121,217,186
PTTS122,220,176
PTTS123,177,141
PTTS124,185,161
PTTS125,300,267
PTTS126,258,208
PTTS127,211,176
PTTS128,279,322
PTTS129,404,372
PTTS130,211,229
PTTS131,257,246
PTTS132,343,344
PTTS133,223,229
PTTS134,213,249
PTTS135,232,175
PTTS801,4,0
PTTS802,0,0
RICH101,415,417
RICH102,236,275
RICH103,219,470
RICH104,510,448
RICH105,541,532
RICH106,477,299
RICH107,127,62
RICH108,442,293
RICH109,185,167
RICH110,322,161
RICH111,198,156
RICH112,303,213
RICH113,365,311
RICH114,337,253
RICH115,290,241
RICH116,159,124
RICH117,269,199
RICH118,382,170
RICH119,253,164
RICH120,209,139
RICH121,112,79
RICH122,496,380
RICH123,573,317
RICH124,300,225
RICH125,329,251
RICH126,256,269
RICH127,297,204
RICH128,357,268
RICH129,237,173
RICH130,268,183
RICH131,250,231
RICH132,265,334
RICH133,273,252
RICH134,220,186
RICH135,326,140
RICH136,222,182
RICH137,279,324
RICH138,177,273
RICH139,478,460
RICH140,155,238
RICH141,242,351
RICH142,467,519
RICH143,533,388
RICH144,421,372
RICH145,575,392
RICH146,100,90
RICH147,215,194
RICH148,78,51
RICH149,177,110
RICH150,191,132
RICH151,217,188
RICH152,232,146
RICH153,201,140
RICH154,354,138
RICH155,250,235
RICH156,183,233
RICH801,19,5
RICH802,21,15
RICH803,66,98
RICH804,53,81
RICH805,48,34
RICH806,54,73
RICH807,0,0
RODO101,253,348
RODO102,288,414
RODO103,333,450
RODO104,302,335
ROLL101,341,302
SARA101,176,295
SARA102,470,412
SARA103,352,517
SARA105,183,326
SARA106,239,411
SARA801,0,2
SARA802,64,104
SHEL101,30,130
SHEL102,138,225
SPAB101,499,335
SPAB102,197,156
SPAB103,253,176
SPAB104,289,243
SPAB105,222,176
SPAB106,442,344
SPAB107,329,277
SPAB108,297,199
SPAB109,249,189
SPAB110,341,258
SRAM101,239,398
SRAM102,382,431
SRAM103,195,580
SRAM104,238,514
SRAM105,223,357
SRAM106,237,542
SRAM107,271,514
SRAM108,285,508
SRAM109,263,493
SRAM110,249,479
SRAM111,369,631
SRAM112,264,586
SRAM113,230,495
SRAM114,157,397
SRAM115,291,576
SRAM116,247,448
SRAM117,322,706
SRAM118,214,373
SRAM119,179,367
SRAM120,226,557
SRAM121,117,287
SRAM122,216,444
SRAM123,316,496
SRAM124,248,175
SRAM125,199,446
SRAM126,256,359
SRAM127,113,183
SRAM128,387,490
SRAM129,129,387
SRAM130,186,376
SRAM131,195,312
SRAM132,246,414
SRAM133,276,504
SRAM134,210,358
SRAM135,212,267
SRAM136,149,341
SRAM137,226,474
SRAM138,175,327
SRAM139,156,312
SRAM140,172,327
SRAM141,190,409
SRAM142,226,244
SRAM801,0,0
STMY801,36,94
TASJ101,60,174
TASJ801,0,1
TASJ802,26,99
TASJ803,6,32
TASJ804,41,49
TESO801,0,0
VIER801,5,6
VINE101,303,404
VINE102,141,244
VINE801,30,73
VINE802,36,47
VINE803 0,6,17
WALD101,271,378
WALD102,618,485
WALD103,332,267
WALD801,36,46
WLCR101,419,768
WLCR102,357,579
WLCR103,585,835
WLCR104,107,213
WLCR105,258,581
WLCR106,570,593
WLCR107,138,190
WLCR108,193,277
WLCR109,112,261
WLCR110,321,525
WLCR111,339,537
WLCR112,273,437
WLCR113,351,478
WLCR114,130,180
WLCR115,147,384
WLCR116,186,304
WLCR117,328,731
WLCR118,128,268
WLCR119,319,576
WLCR120,457,523
WLCR121,424,542
WLCR122,212,400
WLCR123,456,280
WLCR124,298,230
WLCR125,296,569
WLCR126,494,464
WLCR127,323,486
WLCR129,435,557
WLCR130,175,430
WLCR131,290,374
WLCR132,217,541
WLCR133,338,501
WLCR134,195,592
WLCR135,460,498
WLCR136,141,236
WLCR137,407,650
WLCR138,232,560
WLCR139,236,560
WLCR140,245,607
WLCR141,266,636
WLCR142,415,538
WLCR143,338,401
WLCR144,371,373
WLCR801,66,131
WLCR802,2,0
WLCR803,26,32
WLCR804,80,112
WLCR805,0,0
WLKN101,263,620
WLKN102,201,428
WLKN103,160,360
WLKN801,37,110
CALD801,3,6
CONC135,235,499
