Precinct,Yes,No
ELSO103,227,159
ELSO104,329,150
ELSO105,452,206
ELSO106,328,192
ELSO107,183,90
ELSO801,0,0
ELSO802,66,34
ELSO803,4,5
ERIC101,402,265
ERIC102,413,302
ERIC103,169,104
ERIC801,18,10
FAIR801,1,0
GIAN101,274,154
GIAN102,234,98
GIAN103,336,190
GIAN104,414,190
GIAN105,240,141
HERC101,482,239
HERC102,503,265
HERC103,271,127
HERC104,351,181
HERC105,273,91
HERC106,359,142
HERC107,402,164
HERC108,331,158
HERC109,417,170
HERC110,315,148
HERC111,342,146
HERC113,452,189
HERC114,336,150
KENS101,278,144
KENS102,332,181
KENS103,481,276
KENS104,415,199
KENS801,0,0
KENS802,0,0
KNGT101,284,130
KNGT801,20,5
KNGT802,0,1
KNGT803,35,18
KNGT804,36,14
LAST801,11,12
LFET101,488,161
LFET102,366,112
LFET103,361,100
LFET104,398,140
LFET105,391,124
LFET106,325,149
LFET107,535,180
LFET108,503,227
LFET109,558,207
LFET110,326,125
LFET111,413,117
LFET112,190,48
LFET113,390,145
LFET114,386,110
LFET115,338,121
LFET116,511,153
LFET117,566,173
MARC801,91,33
MARC802,5,6
MARC803,11,3
MART101,223,101
MART103,161,73
MART104,412,177
MART106,170,82
MART107,424,155
MART108,404,145
MART109,379,129
MART110,240,100
MART111,523,219
MART112,337,117
MART114,246,93
MART115,291,141
MART116,199,75
MART117,227,72
MART118,330,111
MART120,404,140
MART125,274,129
MART126 0,187,77
MART801,0,1
MART802,84,26
MART803,26,5
MART804,74,22
MART805,58,30
MART806 0,50,25
MART807 0,31,19
MART808 0,47,44
MART809 0,5,2
MART810 0,43,13
MART811 0,61,25
MART812 0,15,5
MART813 0,55,37
MART814 0,0,4
MART815 0,45,31
MART816 0,17,6
MART817 0,21,12
MART818 0,80,35
MART819 0,10,9
MART820 0,38,30
MART821 0,73,22
MART822 0,63,39
MART823 0,10,10
MART824 0,5,8
MART825 0,8,6
MART826 0,72,24
MART827 0,0,0
MART828 0,11,6
MART829 0,4,0
MART830 0,60,50
MART831 0,102,61
MART832 0,95,61
MART833 0,95,54
MART834 0,140,70
MART835 0,132,43
MART836 0,110,41
MART837 0,61,35
MART838 0,46,12
MART839 0,104,61
MART840 0,101,44
MART841 0,148,38
MART842 0,119,54
MART843 0,129,27
MART844 0,116,55
MART845 0,6,4
MART846 0,176,71
MART847 0,170,55
MART848 0,62,30
MART849 0,83,51
MART850 0,190,55
MDIA101,185,53
MDIA801,4,1
MDIA802,4,0
MORG101,628,252
MORG102,365,167
MORG103,510,175
MORG104,570,226
MORG105,563,176
MORG106,558,176
MORG107,647,182
MORG108,397,126
MVIE101,204,116
MVIE102,202,141
MVIE801 0,0,0
MVIE802 0,5,0
NCYN101,235,110
NICH801,3,1
NRIC101,298,179
NRTV801,2,3
NRTV802,9,1
OKLY101,323,137
OKLY102,334,167
OKLY103,355,173
OKLY104,508,259
OKLY105,344,163
OKLY106,378,224
OKLY107,233,106
OKLY108,277,134
OKLY109,262,132
OKLY110,351,159
OKLY111,251,132
OKLY112,256,108
OKLY113,492,255
OKLY114,364,209
OKLY115,328,155
OKLY116,423,204
OKLY117,282,115
OKLY118,196,87
OKLY119,195,101
OKLY801,2,1
OLEU801,0,2
OLEU802,7,4
ORDA101,625,226
ORDA102,308,101
ORDA103,461,126
ORDA104,220,81
ORDA105,475,182
ORDA106,549,194
ORDA107,511,207
ORDA108,570,140
ORDA109,378,86
ORDA110,211,48
ORDA111,572,212
ORDA112,441,118
ORDA113,170,55
ORDA801,3,0
PACH101,451,233
PACH102,291,111
PACH801,3,0
PACH802,52,14
PACH803,0,2
PINL102,323,135
PINL103,325,175
PINL104,262,110
PINL105,361,204
PINL106,319,127
PINL107,262,129
PINL108,354,218
PINL109,247,117
PINL110,438,179
PINL111,394,197
PINL112,424,196
PINL801,6,7
PINL802,81,35
PINL803,29,8
PLHL101,368,167
PLHL102,252,143
PLHL103,310,123
PLHL104,597,201
PLHL105,351,140
PLHL106,459,161
PLHL107,444,164
PLHL108,511,186
PLHL109,428,180
PLHL110,406,185
PLHL111,417,172
PLHL112,280,140
PLHL113,385,210
PLHL114,488,214
PLHL115,496,185
PLHL116,333,153
PLHL117,369,211
PLHL118,341,161
PLHL119,330,214
PRCO801,38,48
PTTS101,361,203
PTTS102,301,122
PTTS103,295,116
PTTS104,336,155
PTTS105,169,70
PTTS106,297,165
PTTS107,338,205
PTTS108,313,185
PTTS109,271,151
PTTS110,289,146
PTTS111,300,137
PTTS112,279,129
PTTS113,277,98
PTTS114,341,173
PTTS115,402,144
PTTS116,253,112
PTTS117,225,96
PTTS118,299,120
PTTS119,266,102
PTTS120,224,99
PTTS121,213,113
PTTS122,241,94
PTTS123,180,98
PTTS124,175,110
PTTS125,344,146
PTTS126,268,121
PTTS127,212,96
PTTS128,337,176
PTTS129,423,201
PTTS130,263,111
PTTS131,279,149
PTTS132,380,179
PTTS133,237,109
PTTS134,254,120
PTTS135,207,114
PTTS801,2,0
PTTS802,0,0
RICH101,342,223
RICH102,195,181
RICH103,334,139
RICH104,410,261
RICH105,506,288
RICH106,343,246
RICH107,94,53
RICH108,319,214
RICH109,179,115
RICH110,214,154
RICH111,181,100
RICH112,274,132
RICH113,325,207
RICH114,319,179
RICH115,291,143
RICH116,163,77
RICH117,249,138
RICH118,255,175
RICH119,223,142
RICH120,188,111
RICH121,83,70
RICH122,369,264
RICH123,401,303
RICH124,241,128
RICH125,296,172
RICH126,258,145
RICH127,258,153
RICH128,319,183
RICH129,212,143
RICH130,243,130
RICH131,286,132
RICH132,326,122
RICH133,257,152
RICH134,216,109
RICH135,226,153
RICH136,214,131
RICH137,339,150
RICH138,216,102
RICH139,470,255
RICH140,175,115
RICH141,296,143
RICH142,475,236
RICH143,405,315
RICH144,365,237
RICH145,377,322
RICH146,94,65
RICH147,227,105
RICH148,59,43
RICH149,143,101
RICH150,184,97
RICH151,206,112
RICH152,197,115
RICH153,194,93
RICH154,239,155
RICH155,257,143
RICH156,184,98
RICH801,10,12
RICH802,15,11
RICH803,83,38
RICH804,64,34
RICH805,26,36
RICH806,63,37
RICH807,0,0
RODO101,346,147
RODO102,401,154
RODO103,454,185
RODO104,339,161
ROLL101,357,169
SARA101,247,100
SARA102,452,189
SARA103,421,186
SARA105,250,106
SARA106,363,129
SARA801,2,0
SARA802,82,22
SHEL101,92,26
SHEL102,194,55
SPAB101,465,278
SPAB102,172,136
SPAB103,243,122
SPAB104,301,158
SPAB105,211,94
SPAB106,431,199
SPAB107,363,159
SPAB108,308,121
SPAB109,254,132
SPAB110,322,190
SRAM101,343,116
SRAM102,406,190
SRAM103,426,125
SRAM104,413,124
SRAM105,308,104
SRAM106,438,137
SRAM107,428,133
SRAM108,481,143
SRAM109,413,152
SRAM110,407,128
SRAM111,563,175
SRAM112,458,150
SRAM113,366,118
SRAM114,304,112
SRAM115,470,160
SRAM116,381,156
SRAM117,526,160
SRAM118,348,88
SRAM119,308,82
SRAM120,436,156
SRAM121,230,65
SRAM122,376,122
SRAM123,468,175
SRAM124,232,96
SRAM125,342,127
SRAM126,319,133
SRAM127,195,47
SRAM128,495,196
SRAM129,268,87
SRAM130,333,110
SRAM131,307,99
SRAM132,366,105
SRAM133,406,143
SRAM134,330,94
SRAM135,304,78
SRAM136,270,94
SRAM137,448,116
SRAM138,278,98
SRAM139,287,70
SRAM140,300,108
SRAM141,310,127
SRAM142,250,119
SRAM801,0,0
STMY801,63,13
TASJ101,128,40
TASJ801,0,1
TASJ802,65,18
TASJ803,14,10
TASJ804,61,10
TESO801,0,0
VIER801,5,2
VINE101,375,190
VINE102,208,108
VINE801,47,38
VINE802,36,26
VINE803 0,8,6
WALD101,325,145
WALD102,605,250
WALD103,312,146
WALD801,44,23
WLCR101,718,132
WLCR102,463,190
WLCR103,843,154
WLCR104,182,36
WLCR105,441,152
WLCR106,601,212
WLCR107,160,59
WLCR108,246,80
WLCR109,210,67
WLCR110,451,154
WLCR111,446,188
WLCR112,369,145
WLCR113,425,182
WLCR114,140,75
WLCR115,254,94
WLCR116,258,91
WLCR117,552,207
WLCR118,209,81
WLCR119,481,169
WLCR120,569,152
WLCR121,545,122
WLCR122,292,124
WLCR123,373,187
WLCR124,257,127
WLCR125,437,170
WLCR126,471,176
WLCR127,493,103
WLCR129,586,131
WLCR130,317,105
WLCR131,331,129
WLCR132,431,127
WLCR133,432,186
WLCR134,397,141
WLCR135,468,230
WLCR136,181,79
WLCR137,499,197
WLCR138,418,140
WLCR139,392,157
WLCR140,462,139
WLCR141,460,135
WLCR142,497,185
WLCR143,375,166
WLCR144,360,175
WLCR801,91,57
WLCR802,2,0
WLCR803,19,22
WLCR804,95,49
WLCR805,0,0
WLKN101,439,171
WLKN102,322,105
WLKN103,277,99
WLKN801,71,30
CALD801,2,4
CONC135,352,139
