Precinct,Yes,No
ALHA803,2,3
CANY801,1,0
ELSO801,0,2
KENS801,1,0
KENS802,1,0
LFET105,13,10
MORG104,8,6
ORDA101,857,428
ORDA102,379,158
ORDA103,600,232
ORDA104,349,153
ORDA105,687,292
ORDA106,743,356
ORDA107,822,296
ORDA108,755,319
ORDA109,516,209
ORDA110,284,103
ORDA111,746,367
ORDA112,596,227
ORDA113,238,116
ORDA801,3,0
CALD801,6,3
