Precinct,Yes,No
DANV125,237,139
DANV126,689,378
DANV127,389,235
DANV128,320,216
DANV129,563,371
DANV130,368,238
DBAY101,653,442
DBAY102,494,428
DBAY103,228,281
DBAY104,466,481
DBAY105,195,139
DBAY106,528,615
DBAY107,414,373
DBAY801,58,81
DIAB101,345,291
ELCR101,795,275
ELCR102,733,319
ELCR103,497,145
ELCR104,794,303
ELCR105,565,228
ELCR106,457,152
ELCR107,486,162
ELCR108,561,220
ELCR109,741,240
ELCR110,698,271
ELCR111,600,170
ELCR112,523,142
ELCR113,842,289
ELCR114,458,153
ELCR115,414,126
ELSO101,497,245
ELSO102,600,205
ELSO103,355,181
ELSO104,450,221
ELSO105,541,322
ELSO106,497,175
ELSO107,251,92
ELSO801,2,0
ELSO802,86,59
ELSO803,7,7
ERIC101,736,218
ERIC102,741,263
ERIC103,270,108
ERIC801,31,10
FAIR801,1,0
GIAN101,381,129
GIAN102,291,122
GIAN103,428,233
GIAN104,536,237
GIAN105,348,117
HERC101,657,293
HERC102,731,277
HERC103,360,122
HERC104,476,216
HERC105,306,176
HERC106,468,194
HERC107,547,222
HERC108,422,189
HERC109,568,192
HERC110,377,189
HERC111,386,227
HERC113,577,260
HERC114,431,164
KENS101,441,148
KENS102,570,164
KENS103,847,250
KENS104,684,213
KENS801,1,0
KENS802,1,0
KNGT101,272,327
KNGT801,24,11
KNGT802,3,5
KNGT803,35,34
KNGT804,45,23
LAST801,19,26
LFET101,602,363
LFET102,466,298
LFET103,457,258
LFET104,505,308
LFET105,464,258
LFET106,456,212
LFET107,667,332
LFET108,725,329
LFET109,758,358
LFET110,407,202
LFET111,515,249
LFET112,212,130
LFET113,479,315
LFET114,479,265
LFET115,384,293
LFET116,614,372
LFET117,715,389
MARC801,80,81
MARC802,11,10
MARC803,11,9
MART101,308,144
MART103,209,100
MART104,537,265
MART106,262,109
MART107,445,299
MART108,453,317
MART109,432,263
MART110,306,182
MART111,631,403
MART112,400,221
MART114,285,166
MART115,378,232
MART116,233,144
MART117,257,208
MART118,368,252
MART120,484,296
MART125,372,141
MART126 0,222,133
MART801,1,0
MART802,87,85
MART803,32,21
MART804,76,61
MART805,66,48
MART806 0,66,27
MART807 0,45,17
MART808 0,76,53
MART809 0,7,0
MART810 0,57,31
MART811 0,79,28
MART812 0,22,4
MART813 0,85,30
MART814 0,5,1
MART815 0,55,34
MART816 0,21,10
MART817 0,24,11
MART818 0,90,54
MART819 0,12,16
MART820 0,62,24
MART821 0,70,71
MART822 0,97,61
MART823 0,15,8
MART824 0,10,10
MART825 0,9,10
MART826 0,53,80
MART827 0,0,0
MART828 0,14,13
MART829 0,3,1
MART830 0,114,37
MART831 0,150,80
MART832 0,157,85
MART833 0,135,62
MART834 0,185,116
MART835 0,147,78
MART836 0,134,93
MART837 0,99,20
MART838 0,47,25
MART839 0,134,97
MART840 0,135,58
MART841 0,169,88
MART842 0,122,117
MART843 0,96,113
MART844 0,130,119
MART845 0,8,2
MART846 0,229,119
MART847 0,176,135
MART848 0,83,52
MART849 0,118,87
MART850 0,212,117
MDIA101,200,127
MDIA801,3,3
MDIA802,2,2
MORG101,758,462
MORG102,531,222
MORG103,622,403
MORG104,720,426
MORG105,671,405
MORG106,675,393
MORG107,754,463
MORG108,500,324
MVIE101,257,157
MVIE102,307,183
MVIE801 0,0,0
MVIE802 0,5,1
NCYN101,253,197
NICH801,5,1
NRIC101,437,123
NRTV801,3,4
NRTV802,4,6
OKLY101,357,223
OKLY102,425,227
OKLY103,440,253
OKLY104,706,260
OKLY105,420,215
OKLY106,445,349
OKLY107,264,151
OKLY108,293,213
OKLY109,323,146
OKLY110,359,287
OKLY111,271,221
OKLY112,289,200
OKLY113,639,337
OKLY114,424,346
OKLY115,396,226
OKLY116,476,323
OKLY117,316,194
OKLY118,230,128
OKLY119,252,154
OKLY801,1,2
OLEU801,3,5
OLEU802,3,12
ORDA101,798,494
ORDA102,355,225
ORDA103,527,306
ORDA104,310,192
ORDA105,629,349
ORDA106,718,382
ORDA107,746,359
ORDA108,690,391
ORDA109,449,274
ORDA110,220,162
ORDA111,756,370
ORDA112,537,290
ORDA113,222,132
ORDA801,3,0
PACH101,571,341
PACH102,352,150
PACH801,0,3
PACH802,46,42
PACH803,1,1
PINL102,407,188
PINL103,450,191
PINL104,346,160
PINL105,522,196
PINL106,353,214
PINL107,337,174
PINL108,534,205
PINL109,348,133
PINL110,569,266
PINL111,470,292
PINL112,517,328
PINL801,11,6
PINL802,112,56
PINL803,42,15
PLHL101,472,228
PLHL102,401,171
PLHL103,359,236
PLHL104,690,435
PLHL105,404,285
PLHL106,567,377
PLHL107,554,357
PLHL108,601,367
PLHL109,597,267
PLHL110,457,357
PLHL111,492,365
PLHL112,406,225
PLHL113,538,324
PLHL114,615,361
PLHL115,651,291
PLHL116,456,232
PLHL117,520,222
PLHL118,470,206
PLHL119,469,234
PRCO801,70,49
PTTS101,495,210
PTTS102,390,146
PTTS103,369,147
PTTS104,445,186
PTTS105,213,76
PTTS106,376,192
PTTS107,449,226
PTTS108,488,128
PTTS109,395,103
PTTS110,388,136
PTTS111,358,197
PTTS112,353,152
PTTS113,328,125
PTTS114,441,188
PTTS115,462,205
PTTS116,325,130
PTTS117,268,168
PTTS118,359,172
PTTS119,302,156
PTTS120,293,120
PTTS121,301,104
PTTS122,300,102
PTTS123,251,72
PTTS124,252,94
PTTS125,455,110
PTTS126,360,118
PTTS127,293,93
PTTS128,461,136
PTTS129,611,165
PTTS130,336,111
PTTS131,370,146
PTTS132,507,195
PTTS133,336,116
PTTS134,324,144
PTTS135,299,109
PTTS801,4,0
PTTS802,0,0
RICH101,569,238
RICH102,358,153
RICH103,454,236
RICH104,687,274
RICH105,798,287
RICH106,600,177
RICH107,153,34
RICH108,556,182
RICH109,291,66
RICH110,386,102
RICH111,263,94
RICH112,413,104
RICH113,535,146
RICH114,475,118
RICH115,426,103
RICH116,231,56
RICH117,396,79
RICH118,447,103
RICH119,362,60
RICH120,278,73
RICH121,155,36
RICH122,650,223
RICH123,702,193
RICH124,373,151
RICH125,415,159
RICH126,388,140
RICH127,427,78
RICH128,503,123
RICH129,356,60
RICH130,375,74
RICH131,372,111
RICH132,409,189
RICH133,390,136
RICH134,313,93
RICH135,383,82
RICH136,324,75
RICH137,431,173
RICH138,282,166
RICH139,666,289
RICH140,261,128
RICH141,376,222
RICH142,666,325
RICH143,681,237
RICH144,564,227
RICH145,731,237
RICH146,155,36
RICH147,336,70
RICH148,107,23
RICH149,238,45
RICH150,256,67
RICH151,322,90
RICH152,303,76
RICH153,291,50
RICH154,405,82
RICH155,367,118
RICH156,280,137
RICH801,15,9
RICH802,23,12
RICH803,96,68
RICH804,83,48
RICH805,56,26
RICH806,83,41
RICH807,0,0
RODO101,429,180
RODO102,505,211
RODO103,529,270
RODO104,461,183
ROLL101,490,163
SARA101,318,159
SARA102,633,246
SARA103,620,263
SARA105,324,194
SARA106,436,223
SARA801,0,2
SARA802,104,62
SHEL101,98,70
SHEL102,222,144
SPAB101,701,152
SPAB102,283,76
SPAB103,335,96
SPAB104,436,97
SPAB105,303,99
SPAB106,634,157
SPAB107,459,155
SPAB108,393,110
SPAB109,346,96
SPAB110,462,148
SRAM101,407,231
SRAM102,547,270
SRAM103,461,324
SRAM104,450,319
SRAM105,390,201
SRAM106,482,313
SRAM107,463,319
SRAM108,507,302
SRAM109,450,314
SRAM110,423,310
SRAM111,652,360
SRAM112,531,320
SRAM113,430,300
SRAM114,327,238
SRAM115,561,321
SRAM116,438,267
SRAM117,643,401
SRAM118,399,197
SRAM119,357,192
SRAM120,446,347
SRAM121,224,182
SRAM122,412,249
SRAM123,570,251
SRAM124,308,115
SRAM125,389,257
SRAM126,404,216
SRAM127,207,89
SRAM128,588,305
SRAM129,285,227
SRAM130,357,215
SRAM131,345,168
SRAM132,412,250
SRAM133,489,296
SRAM134,383,184
SRAM135,347,141
SRAM136,280,218
SRAM137,448,268
SRAM138,328,182
SRAM139,300,171
SRAM140,344,172
SRAM141,380,225
SRAM142,339,136
SRAM801,0,0
STMY801,79,49
TASJ101,101,131
TASJ801,0,1
TASJ802,56,68
TASJ803,15,24
TASJ804,59,29
TESO801,0,0
VIER801,5,7
VINE101,455,274
VINE102,262,130
VINE801,61,48
VINE802,53,32
VINE803 0,12,10
WALD101,400,262
WALD102,820,301
WALD103,435,169
WALD801,54,27
WLCR101,810,402
WLCR102,593,354
WLCR103,959,476
WLCR104,222,101
WLCR105,541,314
WLCR106,801,362
WLCR107,223,109
WLCR108,305,159
WLCR109,227,151
WLCR110,569,286
WLCR111,569,327
WLCR112,471,233
WLCR113,569,279
WLCR114,194,122
WLCR115,348,198
WLCR116,323,166
WLCR117,658,408
WLCR118,255,147
WLCR119,589,315
WLCR120,683,311
WLCR121,664,318
WLCR122,418,196
WLCR123,576,169
WLCR124,368,159
WLCR125,561,310
WLCR126,681,279
WLCR127,557,272
WLCR129,695,308
WLCR130,375,237
WLCR131,467,217
WLCR132,457,317
WLCR133,569,290
WLCR134,472,322
WLCR135,672,301
WLCR136,256,134
WLCR137,718,344
WLCR138,475,338
WLCR139,505,305
WLCR140,523,340
WLCR141,587,323
WLCR142,654,309
WLCR143,537,217
WLCR144,521,222
WLCR801,106,90
WLCR802,2,0
WLCR803,38,19
WLCR804,117,75
WLCR805,0,0
WLKN101,543,348
WLKN102,383,256
WLKN103,352,174
WLKN801,98,49
CALD801,5,4
CONC135,399,337
