Precinct,Yes,No
RICH132,217,369
RICH133,167,344
RICH134,121,277
RICH135,126,331
RICH136,110,285
RICH137,189,408
RICH138,172,277
RICH139,289,639
RICH140,147,236
RICH141,222,372
RICH142,349,632
RICH143,227,679
RICH144,216,568
RICH145,212,742
RICH146,68,117
RICH147,135,267
RICH148,45,78
RICH149,88,188
RICH150,109,210
RICH151,139,260
RICH152,112,261
RICH153,101,230
RICH154,158,325
RICH155,151,315
RICH156,140,273
RICH801,9,15
RICH802,10,23
RICH803,49,109
RICH804,40,92
RICH805,18,64
RICH806,39,87
RICH807,0,0
RODO101,233,365
RODO102,274,417
RODO103,296,474
RODO104,208,422
ROLL101,228,408
SARA101,144,333
SARA102,283,580
SARA103,286,580
SARA105,215,309
SARA106,246,398
SARA801,0,2
SARA802,77,87
SHEL101,79,82
SHEL102,131,227
SPAB101,246,576
SPAB102,122,232
SPAB103,122,302
SPAB104,165,364
SPAB105,134,256
SPAB106,272,489
SPAB107,201,397
SPAB108,168,325
SPAB109,154,281
SPAB110,198,392
SRAM101,267,366
SRAM102,304,495
SRAM103,398,384
SRAM104,341,416
SRAM105,252,327
SRAM106,395,391
SRAM107,364,410
SRAM108,346,444
SRAM109,346,407
SRAM110,359,376
SRAM111,464,533
SRAM112,429,419
SRAM113,375,342
SRAM114,266,289
SRAM115,459,413
SRAM116,309,377
SRAM117,473,554
SRAM118,273,307
SRAM119,272,275
SRAM120,402,390
SRAM121,218,184
SRAM122,267,377
SRAM123,311,501
SRAM124,139,266
SRAM125,286,356
SRAM126,282,335
SRAM127,107,189
SRAM128,358,515
SRAM129,260,260
SRAM130,243,318
SRAM131,178,323
SRAM132,292,360
SRAM133,337,442
SRAM134,225,339
SRAM135,175,299
SRAM136,242,253
SRAM137,299,403
SRAM138,204,296
SRAM139,201,261
SRAM140,233,271
SRAM141,297,301
SRAM142,188,283
SRAM801,0,0
STMY801,72,56
TASJ101,134,96
TASJ801,1,0
TASJ802,72,51
TASJ803,25,14
TASJ804,41,46
TESO801,0,0
VIER801,6,6
VINE101,270,437
VINE102,138,242
VINE801,52,52
VINE802,37,46
VINE803 0,7,15
WALD101,243,414
WALD102,377,712
WALD103,160,430
WALD801,18,66
WLCR101,481,713
WLCR102,332,597
WLCR103,581,830
WLCR104,146,168
WLCR105,397,451
WLCR106,367,766
WLCR107,106,219
WLCR108,166,295
WLCR109,156,211
WLCR110,341,496
WLCR111,370,513
WLCR112,292,402
WLCR113,313,522
WLCR114,121,191
WLCR115,222,312
WLCR116,207,279
WLCR117,483,567
WLCR118,179,221
WLCR119,360,531
WLCR120,348,631
WLCR121,369,589
WLCR122,250,354
WLCR123,217,511
WLCR124,146,374
WLCR125,360,489
WLCR126,339,602
WLCR127,330,485
WLCR129,378,602
WLCR130,224,376
WLCR131,255,403
WLCR132,384,377
WLCR133,305,539
WLCR134,338,443
WLCR135,333,627
WLCR136,135,249
WLCR137,426,621
WLCR138,359,441
WLCR139,325,465
WLCR140,381,474
WLCR141,405,501
WLCR142,338,614
WLCR143,307,416
WLCR144,242,488
WLCR801,83,110
WLCR802,0,2
WLCR803,18,39
WLCR804,81,109
WLCR805,0,0
WLKN101,352,532
WLKN102,267,358
WLKN103,219,301
WLKN801,61,86
CALD801,1,8
CONC135,344,385
