Precinct,Yes,No
MART821 0,73,64
MART822 0,98,62
MART823 0,14,8
MART824 0,11,9
MART825 0,8,11
MART826 0,48,84
MART827 0,0,0
MART828 0,8,16
MART829 0,1,3
MART830 0,117,32
MART831 0,150,82
MART832 0,142,91
MART833 0,145,53
MART834 0,146,147
MART835 0,145,77
MART836 0,125,97
MART837 0,95,23
MART838 0,48,23
MART839 0,116,114
MART840 0,118,73
MART841 0,162,96
MART842 0,116,122
MART843 0,96,109
MART844 0,130,117
MART845 0,7,2
MART846 0,202,142
MART847 0,169,131
MART848 0,81,49
MART849 0,99,102
MART850 0,186,139
MDIA101,160,163
MDIA801,4,2
MDIA802,3,1
MORG101,692,523
MORG102,482,268
MORG103,576,436
MORG104,616,528
MORG105,590,468
MORG106,547,499
MORG107,634,587
MORG108,436,370
MVIE101,227,174
MVIE102,281,197
MVIE801 0,0,0
MVIE802 0,5,0
NCYN101,179,255
NICH801,4,1
NRIC101,431,113
NRTV801,2,5
NRTV802,2,8
OKLY101,309,263
OKLY102,329,314
OKLY103,347,329
OKLY104,585,380
OKLY105,330,305
OKLY106,326,450
OKLY107,233,176
OKLY108,235,261
OKLY109,270,197
OKLY110,276,361
OKLY111,210,280
OKLY112,210,268
OKLY113,488,473
OKLY114,315,453
OKLY115,291,318
OKLY116,332,457
OKLY117,256,251
OKLY118,189,170
OKLY119,206,197
OKLY801,1,2
OLEU801,1,7
OLEU802,5,7
ORDA101,780,503
ORDA102,317,259
ORDA103,443,378
ORDA104,281,214
ORDA105,581,394
ORDA106,692,390
ORDA107,692,410
ORDA108,608,461
ORDA109,385,334
ORDA110,210,170
ORDA111,704,405
ORDA112,445,363
ORDA113,201,150
ORDA801,3,0
PACH101,514,382
PACH102,343,145
PACH801,0,3
PACH802,35,50
PACH803,0,2
PINL102,373,214
PINL103,457,175
PINL104,319,185
PINL105,497,213
PINL106,335,225
PINL107,311,195
PINL108,474,257
PINL109,319,154
PINL110,525,305
PINL111,464,292
PINL112,469,365
PINL801,6,9
PINL802,97,72
PINL803,46,9
PLHL101,457,232
PLHL102,348,196
PLHL103,304,280
PLHL104,635,479
PLHL105,362,303
PLHL106,537,405
PLHL107,500,387
PLHL108,546,405
PLHL109,535,311
PLHL110,419,377
PLHL111,456,383
PLHL112,365,257
PLHL113,526,312
PLHL114,540,415
PLHL115,600,327
PLHL116,392,287
PLHL117,467,254
PLHL118,424,245
PLHL119,440,257
PRCO801,71,42
PTTS101,418,278
PTTS102,319,212
PTTS103,301,211
PTTS104,386,224
PTTS105,173,106
PTTS106,329,233
PTTS107,366,303
PTTS108,472,136
PTTS109,361,125
PTTS110,355,153
PTTS111,323,221
PTTS112,298,198
PTTS113,316,130
PTTS114,371,249
PTTS115,440,211
PTTS116,318,136
PTTS117,227,203
PTTS118,310,210
PTTS119,268,188
PTTS120,245,170
PTTS121,291,106
PTTS122,273,118
PTTS123,215,100
PTTS124,226,120
PTTS125,414,146
PTTS126,351,117
PTTS127,280,106
PTTS128,409,179
PTTS129,572,195
PTTS130,316,120
PTTS131,339,165
PTTS132,410,282
PTTS133,292,154
PTTS134,293,168
PTTS135,276,132
PTTS801,4,0
PTTS802,0,0
RICH101,609,209
RICH102,383,125
RICH103,456,227
RICH104,729,226
RICH105,807,269
RICH106,612,150
RICH107,152,39
RICH108,587,151
RICH109,296,59
RICH110,390,96
RICH111,290,65
RICH112,429,89
RICH113,517,158
RICH114,469,125
RICH115,441,88
RICH116,224,60
RICH117,394,76
RICH118,453,97
RICH119,341,79
RICH120,273,75
RICH121,148,41
RICH122,671,198
RICH123,724,168
RICH124,396,127
RICH125,426,148
RICH126,361,161
RICH127,388,114
RICH128,492,137
RICH129,316,92
RICH130,383,69
RICH131,354,129
RICH132,361,237
RICH133,381,140
RICH134,305,94
RICH135,366,91
RICH136,303,91
RICH137,416,185
RICH138,255,192
RICH139,625,311
RICH140,226,160
RICH141,367,220
RICH142,622,368
RICH143,709,204
RICH144,605,178
RICH145,770,193
RICH146,138,45
RICH147,316,90
RICH148,103,31
RICH149,235,48
RICH150,249,76
RICH151,265,141
RICH152,282,93
RICH153,289,48
RICH154,413,74
RICH155,351,127
RICH156,243,166
RICH801,17,4
RICH802,25,9
RICH803,96,65
RICH804,84,45
RICH805,69,14
RICH806,76,51
RICH807,0,0
RODO101,355,235
RODO102,430,272
RODO103,477,306
RODO104,432,201
ROLL101,479,160
SARA101,314,156
SARA102,619,252
SARA103,572,298
SARA105,312,197
SARA106,390,257
SARA801,0,2
SARA802,91,71
SHEL101,81,78
SHEL102,222,139
SPAB101,645,193
SPAB102,277,76
SPAB103,320,104
SPAB104,423,111
SPAB105,305,89
SPAB106,634,153
SPAB107,423,194
SPAB108,367,125
SPAB109,332,99
SPAB110,435,165
SRAM101,326,303
SRAM102,469,336
SRAM103,356,419
SRAM104,363,397
SRAM105,306,282
SRAM106,387,392
SRAM107,382,391
SRAM108,389,404
SRAM109,395,366
SRAM110,337,395
SRAM111,542,455
SRAM112,395,448
SRAM113,347,366
SRAM114,249,312
SRAM115,446,413
SRAM116,336,366
SRAM117,485,531
SRAM118,308,276
SRAM119,284,257
SRAM120,343,443
SRAM121,165,231
SRAM122,303,346
SRAM123,420,391
SRAM124,299,125
SRAM125,311,331
SRAM126,332,280
SRAM127,147,146
SRAM128,495,381
SRAM129,218,298
SRAM130,272,286
SRAM131,249,260
SRAM132,326,329
SRAM133,371,398
SRAM134,278,286
SRAM135,279,203
SRAM136,215,281
SRAM137,325,386
SRAM138,251,257
SRAM139,206,267
SRAM140,277,235
SRAM141,293,296
SRAM142,293,175
SRAM801,0,0
STMY801,63,66
TASJ101,93,139
TASJ801,0,1
TASJ802,41,81
TASJ803,9,25
TASJ804,44,44
TESO801,0,0
VIER801,6,6
VINE101,401,311
VINE102,227,155
VINE801,49,52
VINE802,50,32
VINE803 0,13,9
WALD101,405,246
WALD102,797,303
WALD103,392,201
WALD801,47,35
WLCR101,810,371
WLCR102,532,403
WLCR103,938,481
WLCR104,196,118
WLCR105,462,374
WLCR106,784,385
WLCR107,216,108
WLCR108,282,184
WLCR109,210,161
WLCR110,496,328
WLCR111,524,361
WLCR112,423,277
WLCR113,519,308
WLCR114,185,123
WLCR115,309,218
WLCR116,264,220
WLCR117,553,502
WLCR118,209,187
WLCR119,518,372
WLCR120,702,279
WLCR121,673,290
WLCR122,351,254
WLCR123,556,180
WLCR124,354,174
WLCR125,481,378
WLCR126,648,295
WLCR127,568,254
WLCR129,703,287
WLCR130,295,308
WLCR131,414,251
WLCR132,371,378
WLCR133,520,321
WLCR134,404,364
WLCR135,632,328
WLCR136,242,137
WLCR137,641,410
WLCR138,394,388
WLCR139,398,391
WLCR140,449,402
WLCR141,480,411
WLCR142,592,347
WLCR143,447,286
WLCR144,499,248
WLCR801,108,83
WLCR802,2,0
WLCR803,32,25
WLCR804,108,77
WLCR805,0,0
WLKN101,494,378
WLKN102,341,281
WLKN103,297,213
WLKN801,79,65
CALD801,6,3
CONC135,328,398
