Precinct,Yes,No
RICH147,241,78
RICH148,73,25
RICH149,158,77
RICH150,205,64
RICH151,230,75
RICH152,211,85
RICH153,212,61
RICH154,279,93
RICH155,300,84
RICH156,207,65
RICH801,12,9
RICH802,20,7
RICH803,82,34
RICH804,69,27
RICH805,35,24
RICH806,73,23
RICH807,0,0
RODO101,351,124
RODO102,401,124
RODO103,452,166
RODO104,355,122
ROLL101,390,119
SARA101,261,65
SARA102,474,121
SARA103,478,95
SARA105,258,83
SARA106,351,121
SARA801,2,0
SARA802,75,26
SHEL101,82,28
SHEL102,188,45
SPAB101,513,195
SPAB102,226,75
SPAB103,253,96
SPAB104,326,99
SPAB105,217,67
SPAB106,471,134
SPAB107,378,117
SPAB108,328,86
SPAB109,283,83
SPAB110,361,130
SRAM101,321,114
SRAM102,412,132
SRAM103,406,112
SRAM104,373,124
SRAM105,306,92
SRAM106,407,143
SRAM107,384,142
SRAM108,448,129
SRAM109,412,119
SRAM110,381,120
SRAM111,525,171
SRAM112,399,153
SRAM113,344,112
SRAM114,298,103
SRAM115,443,153
SRAM116,355,149
SRAM117,470,151
SRAM118,325,87
SRAM119,304,70
SRAM120,380,176
SRAM121,204,73
SRAM122,351,113
SRAM123,462,138
SRAM124,238,81
SRAM125,312,128
SRAM126,336,102
SRAM127,188,44
SRAM128,511,142
SRAM129,240,82
SRAM130,305,103
SRAM131,314,76
SRAM132,329,108
SRAM133,399,111
SRAM134,330,81
SRAM135,298,63
SRAM136,263,88
SRAM137,419,121
SRAM138,272,90
SRAM139,259,75
SRAM140,282,102
SRAM141,288,119
SRAM142,274,75
SRAM801,0,0
STMY801,49,17
TASJ101,109,53
TASJ801,0,1
TASJ802,48,31
TASJ803,11,13
TASJ804,55,11
TESO801,0,0
VIER801,3,3
VINE101,393,156
VINE102,198,105
VINE801,42,36
VINE802,41,16
VINE803 0,7,6
WALD101,336,116
WALD102,628,181
WALD103,353,83
WALD801,46,17
WLCR101,648,118
WLCR102,497,115
WLCR103,787,122
WLCR104,170,30
WLCR105,441,123
WLCR106,578,168
WLCR107,155,54
WLCR108,226,70
WLCR109,191,61
WLCR110,418,147
WLCR111,431,160
WLCR112,335,128
WLCR113,442,114
WLCR114,161,38
WLCR115,253,76
WLCR116,260,73
WLCR117,495,199
WLCR118,214,56
WLCR119,486,127
WLCR120,546,118
WLCR121,526,96
WLCR122,295,85
WLCR123,420,116
WLCR124,279,86
WLCR125,439,133
WLCR126,480,129
WLCR127,464,91
WLCR129,535,107
WLCR130,290,91
WLCR131,339,98
WLCR132,386,125
WLCR133,423,143
WLCR134,403,103
WLCR135,500,152
WLCR136,192,49
WLCR137,503,141
WLCR138,400,131
WLCR139,381,133
WLCR140,451,110
WLCR141,449,110
WLCR142,501,134
WLCR143,401,104
WLCR144,384,114
WLCR801,106,34
WLCR802,2,0
WLCR803,28,13
WLCR804,98,31
WLCR805,0,0
WLKN101,445,127
WLKN102,290,106
WLKN103,290,59
WLKN801,72,19
CALD801,5,0
CONC135,325,139
