Precinct,Yes,No
DANV130,360,256
DBAY101,683,418
DBAY102,551,370
DBAY103,299,213
DBAY104,558,396
DBAY105,177,159
DBAY106,684,464
DBAY107,461,327
DBAY801,69,72
DIAB101,379,253
ELCR101,694,368
ELCR102,663,387
ELCR103,418,222
ELCR104,714,367
ELCR105,474,315
ELCR106,389,215
ELCR107,413,232
ELCR108,503,267
ELCR109,610,354
ELCR110,663,292
ELCR111,509,251
ELCR112,443,211
ELCR113,737,389
ELCR114,391,231
ELCR115,355,176
ELSO101,422,309
ELSO102,496,295
ELSO103,297,232
ELSO104,428,245
ELSO105,490,374
ELSO106,403,272
ELSO107,202,140
ELSO801,2,0
ELSO802,87,63
ELSO803,5,9
ERIC101,636,312
ERIC102,666,326
ERIC103,254,118
ERIC801,26,16
FAIR801,1,0
GIAN101,240,273
GIAN102,224,192
GIAN103,343,320
GIAN104,419,347
GIAN105,236,231
HERC101,566,388
HERC102,602,396
HERC103,293,196
HERC104,385,308
HERC105,294,191
HERC106,382,274
HERC107,454,311
HERC108,328,283
HERC109,431,330
HERC110,329,253
HERC111,345,274
HERC113,534,309
HERC114,337,260
KENS101,370,212
KENS102,423,303
KENS103,728,353
KENS104,561,328
KENS801,0,1
KENS802,1,0
KNGT101,299,293
KNGT801,20,15
KNGT802,2,5
KNGT803,31,40
KNGT804,32,34
LAST801,25,20
LFET101,541,423
LFET102,412,347
LFET103,400,310
LFET104,446,368
LFET105,391,333
LFET106,394,278
LFET107,593,404
LFET108,659,396
LFET109,667,474
LFET110,366,241
LFET111,434,323
LFET112,170,166
LFET113,440,354
LFET114,420,317
LFET115,399,279
LFET116,529,459
LFET117,622,467
MARC801,68,95
MARC802,5,14
MARC803,16,5
MART101,293,161
MART103,187,129
MART104,490,318
MART106,213,163
MART107,455,284
MART108,461,309
MART109,447,253
MART110,273,219
MART111,625,408
MART112,377,240
MART114,260,200
MART115,388,220
MART116,214,166
MART117,273,201
MART118,372,244
MART120,469,320
MART125,293,218
MART126 0,209,149
MART801,1,0
MART802,82,87
MART803,27,25
MART804,88,56
MART805,67,49
MART806 0,55,36
MART807 0,41,22
MART808 0,67,63
MART809 0,6,1
MART810 0,56,31
MART811 0,67,38
MART812 0,13,13
MART813 0,75,40
MART814 0,6,0
MART815 0,65,26
MART816 0,13,18
MART817 0,20,15
MART818 0,77,66
MART819 0,16,13
MART820 0,61,26
MART821 0,85,54
MART822 0,98,61
MART823 0,9,14
MART824 0,12,7
MART825 0,11,8
MART826 0,67,68
MART827 0,0,0
MART828 0,14,13
MART829 0,1,3
MART830 0,85,67
MART831 0,128,98
MART832 0,143,96
MART833 0,126,73
MART834 0,177,118
MART835 0,140,85
MART836 0,124,99
MART837 0,81,40
MART838 0,48,28
MART839 0,137,92
MART840 0,125,70
MART841 0,153,102
MART842 0,150,89
MART843 0,119,93
MART844 0,140,112
MART845 0,5,5
MART846 0,214,136
MART847 0,202,114
MART848 0,78,57
MART849 0,106,96
MART850 0,190,142
MDIA101,185,142
MDIA801,3,3
MDIA802,2,2
MORG101,688,539
MORG102,456,297
MORG103,539,502
MORG104,647,498
MORG105,625,445
MORG106,616,455
MORG107,648,589
MORG108,448,371
MVIE101,250,162
MVIE102,290,189
MVIE801 0,0,0
MVIE802 0,4,2
NCYN101,304,144
NICH801,3,2
NRIC101,287,270
NRTV801,3,4
NRTV802,7,3
OKLY101,352,230
OKLY102,360,285
OKLY103,387,315
OKLY104,543,419
OKLY105,370,274
OKLY106,439,362
OKLY107,230,180
OKLY108,264,245
OKLY109,234,231
OKLY110,339,323
OKLY111,257,240
OKLY112,280,206
OKLY113,520,458
OKLY114,401,371
OKLY115,374,247
OKLY116,465,341
OKLY117,274,237
OKLY118,195,167
OKLY119,193,217
OKLY801,3,0
OLEU801,6,2
OLEU802,5,9
ORDA101,757,521
ORDA102,330,251
ORDA103,523,320
ORDA104,261,238
ORDA105,544,432
ORDA106,615,475
ORDA107,617,480
ORDA108,612,470
ORDA109,397,330
ORDA110,235,149
ORDA111,674,433
ORDA112,472,355
ORDA113,203,149
ORDA801,3,0
PACH101,546,379
PACH102,293,207
PACH801,0,3
PACH802,47,43
PACH803,1,1
PINL102,312,274
PINL103,389,250
PINL104,283,225
PINL105,425,288
PINL106,315,250
PINL107,321,190
PINL108,437,307
PINL109,271,214
PINL110,495,348
PINL111,472,301
PINL112,497,349
PINL801,5,12
PINL802,97,75
PINL803,38,13
PLHL101,429,267
PLHL102,362,209
PLHL103,366,229
PLHL104,630,507
PLHL105,403,284
PLHL106,509,445
PLHL107,544,364
PLHL108,562,415
PLHL109,501,350
PLHL110,452,357
PLHL111,491,366
PLHL112,357,271
PLHL113,489,366
PLHL114,535,435
PLHL115,551,390
PLHL116,435,265
PLHL117,437,302
PLHL118,411,252
PLHL119,465,244
PRCO801,96,25
PTTS101,396,311
PTTS102,324,218
PTTS103,296,219
PTTS104,356,277
PTTS105,169,117
PTTS106,295,275
PTTS107,356,320
PTTS108,296,319
PTTS109,261,239
PTTS110,294,230
PTTS111,321,237
PTTS112,286,221
PTTS113,231,222
PTTS114,314,313
PTTS115,339,330
PTTS116,233,223
PTTS117,261,174
PTTS118,279,250
PTTS119,264,192
PTTS120,222,193
PTTS121,187,212
PTTS122,187,208
PTTS123,175,146
PTTS124,181,168
PTTS125,272,286
PTTS126,257,224
PTTS127,243,144
PTTS128,333,263
PTTS129,421,359
PTTS130,214,229
PTTS131,295,224
PTTS132,420,284
PTTS133,266,187
PTTS134,278,191
PTTS135,213,195
PTTS801,3,1
PTTS802,0,0
RICH101,557,264
RICH102,332,175
RICH103,458,224
RICH104,627,332
RICH105,699,382
RICH106,422,351
RICH107,113,77
RICH108,491,232
RICH109,174,185
RICH110,303,171
RICH111,176,176
RICH112,270,232
RICH113,300,375
RICH114,285,306
RICH115,232,302
RICH116,141,133
RICH117,221,247
RICH118,300,245
RICH119,192,219
RICH120,174,176
RICH121,105,86
RICH122,482,375
RICH123,513,367
RICH124,314,215
RICH125,339,241
RICH126,325,202
RICH127,288,211
RICH128,335,290
RICH129,197,215
RICH130,214,232
RICH131,254,226
RICH132,356,248
RICH133,308,213
RICH134,228,175
RICH135,251,212
RICH136,218,186
RICH137,346,257
RICH138,271,181
RICH139,580,355
RICH140,218,173
RICH141,352,235
RICH142,612,376
RICH143,546,374
RICH144,478,302
RICH145,610,352
RICH146,81,110
RICH147,176,225
RICH148,54,69
RICH149,133,150
RICH150,144,178
RICH151,233,172
RICH152,192,184
RICH153,172,164
RICH154,264,226
RICH155,234,237
RICH156,242,175
RICH801,16,8
RICH802,22,14
RICH803,103,68
RICH804,85,45
RICH805,67,17
RICH806,79,46
RICH807,0,0
RODO101,359,244
RODO102,422,297
RODO103,469,335
RODO104,338,301
ROLL101,349,303
SARA101,267,206
SARA102,532,343
SARA103,521,362
SARA105,307,213
SARA106,422,230
SARA801,0,2
SARA802,105,62
SHEL101,90,76
SHEL102,208,161
SPAB101,434,400
SPAB102,174,186
SPAB103,231,196
SPAB104,314,217
SPAB105,231,167
SPAB106,460,322
SPAB107,338,280
SPAB108,268,236
SPAB109,237,208
SPAB110,331,266
SRAM101,388,253
SRAM102,493,330
SRAM103,446,345
SRAM104,451,314
SRAM105,360,223
SRAM106,501,299
SRAM107,478,316
SRAM108,516,293
SRAM109,464,299
SRAM110,445,292
SRAM111,611,402
SRAM112,494,369
SRAM113,435,301
SRAM114,328,239
SRAM115,511,378
SRAM116,438,266
SRAM117,615,429
SRAM118,367,228
SRAM119,343,208
SRAM120,455,337
SRAM121,234,175
SRAM122,439,224
SRAM123,514,297
SRAM124,239,186
SRAM125,381,272
SRAM126,397,228
SRAM127,190,109
SRAM128,539,359
SRAM129,313,208
SRAM130,308,255
SRAM131,330,183
SRAM132,427,235
SRAM133,558,234
SRAM134,367,201
SRAM135,302,182
SRAM136,308,198
SRAM137,493,227
SRAM138,330,172
SRAM139,256,218
SRAM140,347,165
SRAM141,354,248
SRAM142,291,183
SRAM801,0,0
STMY801,83,41
TASJ101,148,85
TASJ801,1,0
TASJ802,72,54
TASJ803,26,12
TASJ804,62,28
TESO801,0,0
VIER801,8,3
VINE101,437,291
VINE102,239,153
VINE801,60,46
VINE802,54,33
VINE803 0,11,12
WALD101,422,249
WALD102,730,384
WALD103,371,228
WALD801,51,31
WLCR101,705,494
WLCR102,535,400
WLCR103,876,558
WLCR104,195,129
WLCR105,488,366
WLCR106,749,431
WLCR107,221,108
WLCR108,259,209
WLCR109,226,148
WLCR110,498,350
WLCR111,536,368
WLCR112,451,259
WLCR113,501,338
WLCR114,176,136
WLCR115,292,257
WLCR116,296,195
WLCR117,624,444
WLCR118,215,189
WLCR119,507,400
WLCR120,632,366
WLCR121,621,345
WLCR122,332,282
WLCR123,454,287
WLCR124,350,181
WLCR125,526,334
WLCR126,614,353
WLCR127,526,315
WLCR129,615,391
WLCR130,312,299
WLCR131,430,245
WLCR132,436,343
WLCR133,512,344
WLCR134,426,357
WLCR135,644,339
WLCR136,217,165
WLCR137,580,476
WLCR138,457,361
WLCR139,430,378
WLCR140,457,419
WLCR141,512,396
WLCR142,592,370
WLCR143,473,271
WLCR144,483,251
WLCR801,93,103
WLCR802,0,2
WLCR803,34,22
WLCR804,122,73
WLCR805,0,0
WLKN101,528,375
WLKN102,410,223
WLKN103,290,236
WLKN801,90,63
CALD801,6,3
CONC135,409,331
